tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD
tt2865120,movie,Ratchet & Clank,Ratchet & Clank,0,2016,\N,94,"Action,Adventure,Animation",Ratchet & Clank,1,5.6,9232,$20000000,8.82,13.39
tt2869728,movie,Ride Along 2,Ride Along 2,0,2016,\N,102,"Action,Comedy,Crime",Ride Along 2,1,5.9,50022,$40000000,91.22,124.61
tt2872462,movie,Mistress America,Mistress America,0,2015,\N,84,"Comedy,Drama",Mistress America,1,6.7,23066,,2.5,3.34
tt2872518,movie,The Shack,The Shack,0,2017,\N,132,"Drama,Fantasy",The Shack,1,6.3,27051,$20000000,57.39,96.94
tt2873282,movie,Red Sparrow,Red Sparrow,0,2018,\N,140,"Action,Drama,Thriller",Red Sparrow,1,6.6,145544,$69000000,46.87,151.57
tt2880664,movie,Rednecks,Rednecks,0,2017,\N,98,"Comedy,Musical",Rednecks,1,6.3,1220,,,
tt2883448,movie,Cash Only,Cash Only,0,2015,\N,91,"Crime,Drama,Thriller",Cash Only,1,6.1,1080,,,
tt2884018,movie,Macbeth,Macbeth,0,2015,\N,113,"Drama,History,War",Macbeth,1,6.6,49930,$15000000,1.11,16.32
tt2905674,movie,Jurassic City,Jurassic City,0,2015,\N,88,"Action,Adventure,Comedy",Jurassic City,1,3.7,1804,$1500000,,
tt2908446,movie,Insurgent,Insurgent,0,2015,\N,119,"Action,Adventure,Sci-Fi",Insurgent,1,6.2,203939,$110000000,130.18,297.0
tt2910508,movie,Dark Summer,Dark Summer,0,2015,\N,81,"Horror,Thriller",Dark Summer,1,4.2,3040,,,
tt2914740,movie,Deep Dark,Deep Dark,0,2015,\N,79,"Action,Fantasy,Horror",Deep Dark,1,5.0,1882,$5000000,,
tt2918436,movie,The Lazarus Effect,The Lazarus Effect,0,2015,\N,83,"Horror,Mystery,Sci-Fi",The Lazarus Effect,1,5.2,38699,$3300000,25.8,38.36
tt2918606,movie,The Hollow Point,The Hollow Point,0,2016,\N,97,"Crime,Drama,Thriller",The Hollow Point,1,5.4,4958,,,0.01
tt2924392,movie,Higher Power,Higher Power,0,2018,\N,93,"Action,Sci-Fi,Thriller",Higher Power,1,5.4,2363,,0.0,0.0
tt2927212,movie,Dear Eleanor,Dear Eleanor,0,2016,\N,89,"Comedy,Drama,Family",Dear Eleanor,1,6.0,1551,,,
tt2931376,movie,The Wake,The Wake,0,2017,\N,86,Horror,The Wake,1,5.9,1298,,,
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017,\N,89,"Adventure,Drama,Horror",47 Meters Down,1,5.6,42827,$5300000,44.31,62.19
tt2933474,movie,Superfast!,Superfast!,0,2015,\N,99,Comedy,Superfast!,1,4.1,8218,$20000000,,2.08
tt2935476,movie,Far from the Madding Crowd,Far from the Madding Crowd,0,2015,\N,119,"Drama,Romance",Far from the Madding Crowd,1,7.1,41916,GBP12000000,12.24,30.23
tt2935510,movie,Ad Astra,Ad Astra,0,2019,\N,123,"Adventure,Drama,Mystery",Ad Astra,1,7.0,66921,$87500000,49.95,126.94
tt2936390,movie,Battle Drone,Battle Drone,0,2018,\N,93,"Action,Sci-Fi",Battle Drone,1,5.7,2040,$3500000,,
tt2937696,movie,Everybody Wants Some!!,Everybody Wants Some!!,0,2016,\N,117,Comedy,Everybody Wants Some!!,1,6.9,48795,$10000000,3.4,4.64
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,"Action,Crime,Drama",A Most Violent Year,1,7.0,61591,$20000000,5.75,12.01
tt2948078,movie,Lake Eerie,Lake Eerie,0,2016,\N,104,"Horror,Sci-Fi,Thriller",Lake Eerie,1,4.9,5770,,,
tt2948160,movie,Corbin Nash,Corbin Nash,0,2018,\N,94,"Action,Horror,Thriller",Corbin Nash,1,5.2,4377,,,
tt2948566,movie,Bleed,Bleed,0,2016,\N,82,"Horror,Thriller",Bleed,1,3.5,1559,$550000,,
tt2948790,movie,Return to Sender,Return to Sender,0,2015,\N,92,"Drama,Thriller",Return to Sender,1,5.1,11138,,,
tt2948840,movie,Life,Life,0,2015,\N,111,"Biography,Drama",Life,1,6.0,6790,$12000000,,1.23
tt2950418,movie,Greater,Greater,0,2016,\N,130,"Biography,Family,Sport",Greater,1,7.2,3569,$9000000,2.0,2.0
tt2954474,movie,Visions,Visions,0,2015,\N,82,"Horror,Mystery",Visions,1,5.3,9177,,,1.01
tt2957760,movie,Extortion,Extortion,0,2017,\N,108,"Action,Adventure,Crime",Extortion,1,6.2,6075,,,0.01
tt2962984,movie,Girlfriend's Day,Girlfriend's Day,0,2017,\N,65,"Comedy,Drama",Girlfriend's Day,1,5.2,3039,,,
tt2967224,movie,Hot Pursuit,Hot Pursuit,0,2015,\N,87,"Action,Comedy,Crime",Hot Pursuit,1,5.1,45582,$35000000,34.58,51.38
tt2974050,movie,Cool Cat Saves the Kids,Cool Cat Saves the Kids,0,2015,\N,75,"Comedy,Family,Musical",Cool Cat Saves the Kids,1,4.7,5001,,,
tt2974918,movie,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,0,2015,\N,92,"Adventure,Animation,Comedy",Alvin and the Chipmunks: The Road Chip,1,5.0,15075,$90000000,85.89,234.8
tt2975590,movie,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,0,2016,\N,151,"Action,Adventure,Sci-Fi",Batman v Superman: Dawn of Justice,1,6.5,589589,$250000000,330.36,873.63
tt2978102,movie,Term Life,Term Life,0,2016,\N,93,"Crime,Drama,Thriller",Term Life,1,5.5,6120,$16500000,0.02,0.24
tt2980210,movie,A Hologram for the King,A Hologram for the King,0,2016,\N,98,"Comedy,Drama,Romance",A Hologram for the King,1,6.1,37240,$30000000,4.21,9.17
tt2980554,movie,The Girl in the Book,The Girl in the Book,0,2015,\N,86,Drama,The Girl in the Book,1,6.1,3800,,0.01,0.08
tt2980708,movie,Let's Kill Ward's Wife,Let's Kill Ward's Wife,0,2014,\N,82,"Comedy,Crime",Let's Kill Ward's Wife,1,5.4,5213,$5000000,,
tt2984576,movie,Death House,Death House,0,2017,\N,95,"Action,Crime,Horror",Death House,1,3.0,1130,,0.02,0.02
tt2989524,movie,Carrie Pilby,Carrie Pilby,0,2016,\N,98,"Comedy,Drama",Carrie Pilby,1,6.6,5620,,0.02,0.03
tt2990140,movie,The Christmas Chronicles,The Christmas Chronicles,0,2018,\N,104,"Adventure,Comedy,Family",The Christmas Chronicles,1,7.1,36213,,,
tt3007132,movie,Daylight's End,Daylight's End,0,2016,\N,105,"Action,Fantasy,Horror",Daylight's End,1,5.4,4444,$2000000,,0.01
tt3007512,movie,The Water Diviner,The Water Diviner,0,2014,\N,111,"Drama,History,War",The Water Diviner,1,7.0,67689,$22500000,4.2,38.18
tt3009772,movie,Ode to Joy,Ode to Joy,0,2019,\N,97,Comedy,Ode to Joy,1,6.3,1197,,0.02,0.02
tt3011960,movie,Hangman,Hangman,0,2017,\N,98,"Crime,Drama,Mystery",Hangman,1,5.2,11354,,,
tt3014284,movie,The Lego Ninjago Movie,The Lego Ninjago Movie,0,2017,\N,101,"Action,Adventure,Animation",The Lego Ninjago Movie,1,6.0,20096,$70000000,59.28,123.08
tt3014866,movie,Criminal,Criminal,0,2016,\N,113,"Action,Crime,Drama",Criminal,1,6.3,53667,$31500000,14.71,38.8
tt3016748,movie,Jacob's Ladder,Jacob's Ladder,0,2019,\N,89,"Drama,Horror,Mystery",Jacob's Ladder,1,3.1,1160,,,
tt3018070,movie,Stonewall,Stonewall,0,2015,\N,129,"Drama,History",Stonewall,1,5.1,3155,$13500000,0.19,0.29
tt3032282,movie,Eden,Eden,0,2014,\N,90,"Drama,Thriller",Eden,1,4.7,2635,$2000000,,
tt3039472,movie,Return to Return to Nuke 'Em High Aka Vol. 2,Return to Return to Nuke 'Em High Aka Vol. 2,0,2017,\N,85,"Action,Adventure,Comedy",Return to Return to Nuke 'Em High Aka Vol. 2,1,6.5,1496,,,
tt3040964,movie,The Jungle Book,The Jungle Book,0,2016,\N,106,"Adventure,Drama,Family",The Jungle Book,1,7.4,245862,$175000000,364.0,966.55
tt3043252,movie,Parched,Parched,0,2015,\N,116,Drama,Parched,1,7.6,4287,$2700000,,1.38
tt3045616,movie,Mortdecai,Mortdecai,0,2015,\N,107,"Action,Comedy,Crime",Mortdecai,1,5.5,62668,$60000000,7.7,47.28
tt3053228,movie,Day of the Dead: Bloodline,Day of the Dead: Bloodline,0,2018,\N,90,Horror,Day of the Dead: Bloodline,1,3.4,8835,$10000000,,0.27
tt3058674,movie,VANish,VANish,0,2015,\N,79,"Action,Crime,Horror",VANish,1,5.1,1562,,,
tt3059816,movie,The Wannabe,The Wannabe,0,2015,\N,90,"Crime,Drama,Mystery",The Wannabe,1,5.0,1462,,,
tt3062096,movie,Inferno,Inferno,0,2016,\N,121,"Action,Crime,Drama",Inferno,1,6.2,143376,$75000000,34.34,220.02
tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller",The Conjuring 2,1,7.3,204484,$40000000,102.47,320.39
tt3072482,movie,Hardcore Henry,Hardcore Henry,0,2015,\N,96,"Action,Adventure,Sci-Fi",Hardcore Henry,1,6.7,80427,$2000000,9.25,16.81
tt3076658,movie,Creed,Creed,0,2015,\N,133,"Drama,Sport",Creed,1,7.6,231099,$35000000,109.77,173.57
tt3079380,movie,Spy,Spy,0,2015,\N,119,"Action,Comedy,Crime",Spy,1,7.0,217673,$65000000,110.83,235.67
tt3082898,movie,Kickboxer: Vengeance,Kickboxer: Vengeance,0,2016,\N,90,"Action,Crime,Drama",Kickboxer: Vengeance,1,4.9,9658,$10000000,,0.29
tt3084028,movie,See You in Valhalla,See You in Valhalla,0,2015,\N,82,"Comedy,Drama",See You in Valhalla,1,5.3,2067,,,
tt3090670,movie,Advantageous,Advantageous,0,2015,\N,90,"Drama,Family,Sci-Fi",Advantageous,1,6.2,4034,,,
tt3093286,movie,The American Side,The American Side,0,2016,\N,90,"Drama,Mystery,Thriller",The American Side,1,5.7,2610,,,
tt3096858,movie,They're Watching,They're Watching,0,2016,\N,95,"Comedy,Horror,Thriller",They're Watching,1,5.6,3564,$1750000,,
tt3104988,movie,Crazy Rich Asians,Crazy Rich Asians,0,2018,\N,120,"Comedy,Drama,Romance",Crazy Rich Asians,1,6.9,111881,$30000000,174.53,238.53
tt3108604,movie,American Poltergeist,American Poltergeist,0,2015,\N,78,"Horror,Thriller",American Poltergeist,1,2.1,2302,,,
tt3110770,movie,Road Hard,Road Hard,0,2015,\N,98,Comedy,Road Hard,1,6.1,1698,$1500000,0.11,0.11
tt3110958,movie,Now You See Me 2,Now You See Me 2,0,2016,\N,129,"Action,Adventure,Comedy",Now You See Me 2,1,6.5,224032,$90000000,65.08,334.9
tt3113696,movie,Don't Kill It,Don't Kill It,0,2016,\N,83,"Action,Comedy,Fantasy",Don't Kill It,1,5.2,3863,$3500000,,0.01
tt3118452,movie,Circle,Circle,0,2015,\N,87,"Drama,Horror,Mystery",Circle,1,6.0,33011,,,
tt3120280,movie,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,0,2018,\N,105,"Comedy,Drama,Romance",Sierra Burgess Is a Loser,1,5.9,29854,,,
tt3121332,movie,Nasty Baby,Nasty Baby,0,2015,\N,101,Drama,Nasty Baby,1,5.6,2126,,0.08,0.08
tt3122390,movie,Beacon Point,Beacon Point,0,2016,\N,85,Thriller,Beacon Point,1,5.9,2295,,,
tt3135556,movie,Jimmy Vestvood: Amerikan Hero,Jimmy Vestvood: Amerikan Hero,0,2016,\N,84,Comedy,Jimmy Vestvood: Amerikan Hero,1,5.2,2300,$500000,0.23,0.29
tt3137630,movie,David Brent: Life on the Road,David Brent: Life on the Road,0,2016,\N,96,"Comedy,Music",David Brent: Life on the Road,1,6.3,16427,,,5.2
tt3137764,movie,Staten Island Summer,Staten Island Summer,0,2015,\N,108,Comedy,Staten Island Summer,1,5.6,6334,,,
tt3138122,movie,Into the Ashes,Into the Ashes,0,2019,\N,98,"Crime,Drama,Mystery",Into the Ashes,1,6.4,2673,$2000000,,
tt3142366,movie,Take Me to the River,Take Me to the River,0,2015,\N,84,Drama,Take Me to the River,1,6.3,1657,,0.03,0.03
tt3152624,movie,Trainwreck,Trainwreck,0,2015,\N,125,"Comedy,Drama,Romance",Trainwreck,1,6.2,123801,$35000000,110.21,140.8
tt3154310,movie,Walt Before Mickey,Walt Before Mickey,0,2015,\N,107,"Biography,Drama",Walt Before Mickey,1,5.9,5426,,,
tt3155242,movie,Partisan,Partisan,0,2015,\N,94,"Drama,Thriller",Partisan,1,5.8,3677,,,0.07
tt3155328,movie,Win It All,Win It All,0,2017,\N,88,Comedy,Win It All,1,6.2,7211,,,
tt3155734,movie,Dark Moon Rising,Dark Moon Rising,0,2015,\N,124,Fantasy,Dark Moon Rising,1,4.3,4825,,,
tt3163336,movie,Uncle Nick,Uncle Nick,0,2015,\N,93,"Comedy,Sport",Uncle Nick,1,6.9,3040,,,
tt3164256,movie,Rock the Kasbah,Rock the Kasbah,0,2015,\N,106,"Comedy,Music,War",Rock the Kasbah,1,5.5,9800,$15000000,3.02,3.39
tt3165612,movie,Sleeping with Other People,Sleeping with Other People,0,2015,\N,101,"Comedy,Drama,Romance",Sleeping with Other People,1,6.5,37102,,0.82,3.22
tt3165630,movie,The Benefactor,The Benefactor,0,2015,\N,93,Drama,The Benefactor,1,5.1,4108,,,2.16
tt3168230,movie,Mr. Holmes,Mr. Holmes,0,2015,\N,104,"Drama,Mystery",Mr. Holmes,1,6.9,58986,$10000000,17.74,29.36
tt3170832,movie,Room,Room,0,2015,\N,118,"Drama,Thriller",Room,1,8.1,329192,$13000000,14.68,35.4
tt3170900,movie,Idealisten,Idealisten,0,2015,\N,114,Thriller,Idealisten,1,6.9,1254,,,0.37
tt3172126,movie,Undrafted,Undrafted,0,2016,\N,90,"Comedy,Drama,Sport",Undrafted,1,6.4,1048,,0.01,0.01
tt3172532,movie,The Diary of a Teenage Girl,The Diary of a Teenage Girl,0,2015,\N,102,"Comedy,Drama,Romance",The Diary of a Teenage Girl,1,6.9,27612,$2000000,1.48,1.78
tt3173594,movie,Hacker,Hacker,0,2016,\N,95,"Crime,Drama,Thriller",Hacker,1,6.2,8031,$2000000,0.01,0.01
tt3174376,movie,Before I Wake,Before I Wake,0,2016,\N,97,"Drama,Fantasy,Horror",Before I Wake,1,6.2,34552,,,3.97
tt3181776,movie,Momentum,Momentum,0,2015,\N,96,"Action,Crime,Thriller",Momentum,1,5.5,12924,,,0.79
tt3181822,movie,The Boy Next Door,The Boy Next Door,0,2015,\N,91,"Horror,Thriller",The Boy Next Door,1,4.7,35589,$4000000,35.42,52.43
tt3183660,movie,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,0,2016,\N,132,"Adventure,Family,Fantasy",Fantastic Beasts and Where to Find Them,1,7.3,377261,$180000000,234.04,814.04
tt3187378,movie,The Asian Connection,The Asian Connection,0,2016,\N,90,"Action,Crime,Drama",The Asian Connection,1,3.3,1357,$2000000,,0.03
tt3188492,movie,Call of the Wolf,Call of the Wolf,0,2017,\N,105,"Drama,Thriller",Call of the Wolf,1,5.9,1093,$20000,,
tt3194590,movie,Dirty Weekend,Dirty Weekend,0,2015,\N,93,"Comedy,Drama",Dirty Weekend,1,4.9,1805,,,
tt3194622,movie,Magnetic,Magnetic,0,2015,\N,80,"Adventure,Fantasy,Sci-Fi",Magnetic,1,6.3,1136,$15000,,
tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0,2015,\N,97,"Horror,Mystery,Thriller",Insidious: Chapter 3,1,6.1,85904,$10000000,52.22,112.98
tt3201640,movie,Extinction,Extinction,0,2018,\N,95,"Action,Drama,Sci-Fi",Extinction,1,5.8,39592,,,
tt3201722,movie,Lumberjack Man,Lumberjack Man,0,2015,\N,105,"Comedy,Horror",Lumberjack Man,1,4.2,1162,,,
tt3203528,movie,Bad Samaritan,Bad Samaritan,0,2018,\N,110,"Crime,Horror,Thriller",Bad Samaritan,1,6.4,14945,,3.44,4.62
tt3203606,movie,Trumbo,Trumbo,0,2015,\N,124,"Biography,Drama",Trumbo,1,7.5,70188,$15000000,7.86,8.24
tt3203620,movie,The Dinner,The Dinner,0,2017,\N,120,"Crime,Drama,Thriller",The Dinner,1,4.5,6825,,1.32,2.54
tt3212232,movie,I Am Wrath,I Am Wrath,0,2016,\N,92,"Action,Crime,Drama",I Am Wrath,1,5.4,11871,$18000000,,0.23
tt3216348,movie,Incarnate,Incarnate,0,2016,\N,91,"Horror,Thriller",Incarnate,1,5.2,10569,$5000000,4.8,6.34
tt3219194,movie,Uncle John,Uncle John,0,2015,\N,113,"Crime,Drama,Mystery",Uncle John,1,6.2,1572,,,
tt3226786,movie,Bigger,Bigger,0,2018,\N,107,"Biography,Drama",Bigger,1,6.4,1589,,0.05,0.05
tt3229488,movie,Boone: The Bounty Hunter,Boone: The Bounty Hunter,0,2017,\N,86,"Action,Drama",Boone: The Bounty Hunter,1,6.1,2527,,,
tt3230660,movie,Cardboard Boxer,Cardboard Boxer,0,2016,\N,88,Drama,Cardboard Boxer,1,6.4,2452,$10000000,,
tt3231054,movie,Risen,Risen,0,2016,\N,107,"Action,Drama,History",Risen,1,6.3,23250,$20000000,36.88,46.07
tt3233418,movie,Spare Parts,Spare Parts,0,2015,\N,114,Drama,Spare Parts,1,7.3,9847,,3.62,3.7
tt3234084,movie,I Do... Until I Don't,I Do... Until I Don't,0,2017,\N,106,Comedy,I Do... Until I Don't,1,4.6,1146,,0.28,0.28
tt3236120,movie,I'll See You in My Dreams,I'll See You in My Dreams,0,2015,\N,92,"Comedy,Drama,Romance",I'll See You in My Dreams,1,6.7,6414,,7.45,7.45
tt3236976,movie,Submerged,Submerged,0,2016,\N,99,"Action,Thriller",Submerged,1,4.1,1253,$5000000,,0.02
tt3244446,movie,Bleeding Heart,Bleeding Heart,0,2015,\N,80,Drama,Bleeding Heart,1,5.0,1788,,,0.01
tt3247714,movie,Survivor,Survivor,0,2015,\N,96,"Action,Crime,Thriller",Survivor,1,5.6,29230,$20000000,,3.84
tt3254796,movie,Big Stone Gap,Big Stone Gap,0,2014,\N,103,"Comedy,Romance",Big Stone Gap,1,5.6,2243,,1.01,1.01
tt3255590,movie,El Camino Christmas,El Camino Christmas,0,2017,\N,89,"Comedy,Crime,Western",El Camino Christmas,1,5.6,6204,,,
tt3256226,movie,IO,IO,0,2019,\N,96,"Adventure,Drama,Romance",IO,1,4.7,26618,,,
tt3262342,movie,Loving Vincent,Loving Vincent,0,2017,\N,94,"Animation,Biography,Crime",Loving Vincent,1,7.8,42727,EUR5000000,6.74,42.19
tt3262990,movie,Brotherly Love,Brotherly Love,0,2015,\N,89,Drama,Brotherly Love,1,6.7,1612,$1900000,0.48,0.48
tt3263946,movie,Trial by Fire,Trial by Fire,0,2018,\N,127,"Biography,Drama",Trial by Fire,1,6.8,1258,,0.15,0.15
tt3266284,movie,November Criminals,November Criminals,0,2017,\N,107,"Crime,Drama,Mystery",November Criminals,1,5.3,7092,,,
tt3268340,movie,Crown Heights,Crown Heights,0,2017,\N,94,"Biography,Crime,Drama",Crown Heights,1,6.5,1545,,0.24,0.24
tt3268668,movie,Captive,Captive,0,2015,\N,97,"Action,Crime,Drama",Captive,1,5.4,6127,$2000000,2.58,2.8
tt3268668,movie,Captive,Captive,0,2015,\N,97,"Action,Crime,Drama",Captive,1,5.4,6127,$2000000,2.58,2.8
tt3275216,movie,Manson Family Vacation,Manson Family Vacation,0,2015,\N,84,"Comedy,Drama,Thriller",Manson Family Vacation,1,5.9,2324,,,
tt3276924,movie,Heist,Heist,0,2015,\N,93,"Action,Crime,Drama",Heist,1,6.1,25390,$8900000,0.05,3.78
tt3277624,movie,Creative Control,Creative Control,0,2015,\N,97,"Drama,Sci-Fi",Creative Control,1,5.4,1992,$1000000,0.06,0.06
tt3280262,movie,Cult of Chucky,Cult of Chucky,0,2017,\N,91,"Comedy,Fantasy,Horror",Cult of Chucky,1,5.2,18475,,,
tt3280916,movie,The Atticus Institute,The Atticus Institute,0,2015,\N,83,Horror,The Atticus Institute,1,5.5,7838,$1000000,,0.03
tt3282858,movie,Naomi and Ely's No Kiss List,Naomi and Ely's No Kiss List,0,2015,\N,89,"Comedy,Drama,Romance",Naomi and Ely's No Kiss List,1,5.6,8534,,,
tt3283864,movie,Some Freaks,Some Freaks,0,2016,\N,97,"Comedy,Drama,Romance",Some Freaks,1,6.2,1603,,,
tt3286560,movie,The Last Face,The Last Face,0,2016,\N,130,Drama,The Last Face,1,4.8,3995,,,1.16
tt3289712,movie,Jenny's Wedding,Jenny's Wedding,0,2015,\N,94,"Comedy,Drama,Romance",Jenny's Wedding,1,5.5,9653,,0.0,0.04
tt3289724,movie,Welcome to Marwen,Welcome to Marwen,0,2018,\N,116,"Biography,Comedy,Drama",Welcome to Marwen,1,6.1,13419,$39000000,10.76,13.06
tt3289728,movie,Equals,Equals,0,2015,\N,101,"Drama,Romance,Sci-Fi",Equals,1,6.1,24980,$16000000,0.03,2.08
tt3294746,movie,The Public,The Public,0,2018,\N,119,Drama,The Public,1,6.5,1915,,0.57,0.64
tt3300442,movie,Paternity Leave,Paternity Leave,0,2015,\N,90,"Comedy,Drama,Romance",Paternity Leave,1,6.1,1552,$200000,,
tt3300542,movie,London Has Fallen,London Has Fallen,0,2016,\N,99,"Action,Thriller",London Has Fallen,1,5.9,131196,$60000000,62.52,205.75
tt3302654,movie,Jane Wants a Boyfriend,Jane Wants a Boyfriend,0,2015,\N,101,"Comedy,Drama,Romance",Jane Wants a Boyfriend,1,6.8,1867,,,
tt3311020,movie,Be Afraid,Be Afraid,0,2017,\N,99,"Horror,Sci-Fi,Thriller",Be Afraid,1,4.7,1730,,,0.16
tt3315342,movie,Logan,Logan,0,2017,\N,137,"Action,Drama,Sci-Fi",Logan,1,8.1,585117,$97000000,226.28,619.02
tt3315380,movie,Night of Something Strange,Night of Something Strange,0,2016,\N,94,"Comedy,Horror",Night of Something Strange,1,5.1,1638,$40000,,
tt3316948,movie,American Ultra,American Ultra,0,2015,\N,96,"Action,Comedy,Sci-Fi",American Ultra,1,6.1,78484,$28000000,14.44,27.14
tt3317208,movie,Anesthesia,Anesthesia,0,2015,\N,90,"Crime,Drama",Anesthesia,1,6.1,3893,,0.03,0.08
tt3317234,movie,"Game Over, Man!","Game Over, Man!",0,2018,\N,101,"Action,Comedy","Game Over, Man!",1,5.4,22846,,,
tt3319920,movie,Regression,Regression,0,2015,\N,106,"Crime,Horror,Mystery",Regression,1,5.7,34420,,0.06,17.67
tt3320500,movie,The Axe Murders of Villisca,The Axe Murders of Villisca,0,2016,\N,78,Horror,The Axe Murders of Villisca,1,4.1,1608,,,0.18
tt3322364,movie,Concussion,Concussion,0,2015,\N,123,"Biography,Drama,Sport",Concussion,1,7.1,79662,$35000000,34.54,48.62
tt3322892,movie,XX,XX,0,2017,\N,80,Horror,XX,1,4.5,10216,,0.03,0.06
tt3332064,movie,Pan,Pan,0,2015,\N,111,"Adventure,Comedy,Family",Pan,1,5.7,56861,$150000000,35.09,128.39
tt3333870,movie,Antibirth,Antibirth,0,2016,\N,94,"Comedy,Horror,Mystery",Antibirth,1,4.9,2836,$3500000,,
tt3333980,movie,Flytrap,Flytrap,0,2015,\N,81,"Comedy,Drama,Sci-Fi",Flytrap,1,7.5,1460,,,
tt3334374,movie,Moor,Moor,0,2015,\N,100,Drama,Moor,1,7.7,1126,,,
tt3334418,movie,Living Among Us,Living Among Us,0,2018,\N,87,"Comedy,Fantasy,Horror",Living Among Us,1,5.2,1802,,,
tt3343784,movie,Entertainment,Entertainment,0,2015,\N,103,Drama,Entertainment,1,5.6,2526,,0.06,0.06
tt3343868,movie,The Veil,The Veil,0,2017,\N,93,"Action,Adventure,Sci-Fi",The Veil,1,3.5,1310,,,
tt3348730,movie,Jigsaw,Jigsaw,0,2017,\N,92,"Horror,Mystery,Thriller",Jigsaw,1,5.8,60640,$10000000,38.05,102.95
tt3349578,movie,Bad Kids of Crestview Academy,Bad Kids of Crestview Academy,0,2017,\N,100,"Action,Comedy,Thriller",Bad Kids of Crestview Academy,1,6.2,2467,$5000000,,
tt3350996,movie,VooDoo,VooDoo,0,2017,\N,83,Horror,VooDoo,1,5.0,1188,,,
tt3353060,movie,Stealing Cars,Stealing Cars,0,2015,\N,94,Drama,Stealing Cars,1,5.7,1025,$1000000,,
tt3355014,movie,The Zohar Secret,The Zohar Secret,0,2016,\N,124,"Comedy,Drama,Sci-Fi",The Zohar Secret,1,6.2,2417,,,
tt3361792,movie,Tolkien,Tolkien,0,2019,\N,112,"Biography,Drama,War",Tolkien,1,6.8,17850,$20000000,4.54,7.78
tt3364264,movie,Adventures in Public School,Public Schooled,0,2017,\N,86,Comedy,Adventures in Public School,1,5.9,1545,,,0.01
tt3369806,movie,Max,Max,0,2015,\N,111,"Adventure,Drama,Family",Max,1,6.7,24394,$20000000,42.66,43.97
tt3371366,movie,Transformers: The Last Knight,Transformers: The Last Knight,0,2017,\N,154,"Action,Adventure,Sci-Fi",Transformers: The Last Knight,1,5.2,123983,$217000000,130.17,605.43
tt3374816,movie,Wild in Blue,Wild in Blue,0,2015,\N,82,"Romance,Thriller",Wild in Blue,1,5.8,1262,,,
tt3379814,movie,June,June,0,2015,\N,84,"Horror,Sci-Fi",June,1,4.2,1454,,,
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,0,2016,\N,144,"Action,Adventure,Sci-Fi",X-Men: Apocalypse,1,6.9,368726,$178000000,155.44,543.93
tt3385524,movie,Stan & Ollie,Stan & Ollie,0,2018,\N,98,"Biography,Comedy,Drama",Stan & Ollie,1,7.2,23571,$10000000,5.47,24.42
tt3387266,movie,A United Kingdom,A United Kingdom,0,2016,\N,111,"Biography,Drama,Romance",A United Kingdom,1,6.8,12669,$14000000,3.9,13.82
tt3387520,movie,Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,0,2019,\N,108,"Horror,Mystery,Thriller",Scary Stories to Tell in the Dark,1,6.2,31071,$25000000,68.95,95.68
tt3387542,movie,The Forest,The Forest,0,2016,\N,93,"Horror,Mystery,Thriller",The Forest,1,4.8,37332,$10000000,26.59,37.61
tt3390550,movie,The Barn,The Barn,0,2016,\N,88,"Comedy,Horror",The Barn,1,5.4,1018,,,
tt3393786,movie,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,0,2016,\N,118,"Action,Thriller",Jack Reacher: Never Go Back,1,6.1,126119,$60000000,58.7,162.15
tt3396166,movie,The Last Rescue,The Last Rescue,0,2015,\N,107,"Action,Drama,War",The Last Rescue,1,4.8,1268,,,
tt3397884,movie,Sicario,Sicario,0,2015,\N,121,"Action,Crime,Drama",Sicario,1,7.6,338594,$30000000,46.89,84.87
tt3397918,movie,Harbinger Down,Harbinger Down,0,2015,\N,82,"Horror,Sci-Fi",Harbinger Down,1,4.5,5166,,,0.06
tt3398252,movie,Samurai Cop 2: Deadly Vengeance,Samurai Cop 2: Deadly Vengeance,0,2015,\N,94,"Action,Crime,Thriller",Samurai Cop 2: Deadly Vengeance,1,5.1,3385,$1500000,,
tt3399484,movie,The Sand,The Sand,0,2015,\N,84,"Comedy,Horror,Sci-Fi",The Sand,1,3.8,3119,,,
tt3401882,movie,Fist Fight,Fist Fight,0,2017,\N,91,Comedy,Fist Fight,1,5.6,36463,$22000000,32.19,41.09
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,\N,114,"Crime,Drama,Mystery",Murder on the Orient Express,1,6.5,186031,$55000000,102.83,352.79
