tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD
tt4196832,movie,Is That a Gun in Your Pocket?,Is That a Gun in Your Pocket?,0,2016,\N,95,Comedy,Is That a Gun in Your Pocket?,1,5.6,1791,,0.04,0.04
tt4196848,movie,Mr. Church,Mr. Church,0,2016,\N,104,"Comedy,Drama",Mr. Church,1,7.6,23650,$8000000,0.69,0.69
tt4209174,movie,Chimera Strain,Chimera Strain,0,2018,\N,80,"Drama,Sci-Fi,Thriller",Chimera Strain,1,5.4,1396,,,
tt4209788,movie,Molly's Game,Molly's Game,0,2017,\N,140,"Biography,Crime,Drama",Molly's Game,1,7.4,112102,$30000000,28.78,59.28
tt4215810,movie,River,River,0,2015,\N,89,Thriller,River,1,6.0,1893,$1000000,,
tt4218572,movie,Widows,Widows,0,2018,\N,129,"Crime,Drama,Thriller",Widows,1,6.9,72391,$42000000,42.4,75.98
tt4218696,movie,The Wall,The Wall,0,2017,\N,88,"Action,Drama,Thriller",The Wall,1,6.2,21218,,1.8,4.48
tt4225622,movie,The Babysitter,The Babysitter,0,2017,\N,85,"Comedy,Horror",The Babysitter,1,6.3,50682,,,
tt4230700,movie,Complete Unknown,Complete Unknown,0,2016,\N,91,"Drama,Mystery",Complete Unknown,1,5.4,5347,,0.19,0.22
tt4238858,movie,The Fits,The Fits,0,2015,\N,72,"Drama,Music",The Fits,1,6.7,4120,,0.17,0.17
tt4241904,movie,The Way We Weren't,The Way We Weren't,0,2019,\N,93,Comedy,The Way We Weren't,1,7.3,1413,,,
tt4244162,movie,Beta Test,Beta Test,0,2016,\N,88,"Action,Sci-Fi,Thriller",Beta Test,1,6.0,11364,$1600000,0.01,0.01
tt4244998,movie,Alpha,Alpha,0,2018,\N,96,"Adventure,Drama,Family",Alpha,1,6.7,46373,$51000000,35.86,98.2
tt4247682,movie,All Girls Weekend,All Girls Weekend,0,2016,\N,85,"Action,Adventure,Horror",All Girls Weekend,1,4.0,1495,,,
tt4254584,movie,Kicks,Kicks,0,2016,\N,80,"Adventure,Drama",Kicks,1,6.4,3860,$2000000,0.15,0.15
tt4255110,movie,Contracted: Phase II,Contracted: Phase II,0,2015,\N,78,"Drama,Horror,Thriller",Contracted: Phase II,1,5.1,4070,,,0.18
tt4257926,movie,Miracles from Heaven,Miracles from Heaven,0,2016,\N,109,"Biography,Drama,Family",Miracles from Heaven,1,7.1,18443,$13000000,61.71,73.88
tt4258698,movie,Southside with You,Southside with You,0,2016,\N,84,"Biography,Drama,History",Southside with You,1,6.4,7447,$1500000,6.3,6.51
tt4261326,movie,2307: Winter's Dream,2307: Winter's Dream,0,2016,\N,101,Sci-Fi,2307: Winter's Dream,1,3.8,1385,$1200000,,0.01
tt4262174,movie,First Girl I Loved,First Girl I Loved,0,2016,\N,90,"Drama,Romance",First Girl I Loved,1,6.1,2658,,,
tt4263482,movie,The Witch,The VVitch: A New-England Folktale,0,2015,\N,92,"Drama,Horror,Mystery",The Witch,1,6.8,166406,$4000000,25.14,40.42
tt4266638,movie,Krisha,Krisha,0,2015,\N,83,Drama,Krisha,1,7.2,6241,,0.14,0.14
tt4267026,movie,Hell House LLC,Hell House LLC,0,2015,\N,93,"Horror,Mystery,Thriller",Hell House LLC,1,6.4,6663,,,
tt4269118,movie,Seven in Heaven,Seven in Heaven,0,2018,\N,94,"Drama,Horror,Mystery",Seven in Heaven,1,5.3,1602,,,
tt4269746,movie,The Matchbreaker,The Matchbreaker,0,2016,\N,94,"Comedy,Romance",The Matchbreaker,1,5.6,2402,,,
tt4270516,movie,Grandma,Grandma,0,2015,\N,79,"Comedy,Drama",Grandma,1,6.7,13918,$600000,6.98,7.09
tt4276206,movie,The Secrets of Emily Blair,The Secrets of Emily Blair,0,2016,\N,95,"Horror,Thriller",The Secrets of Emily Blair,1,4.1,1269,,,
tt4276820,movie,The Founder,The Founder,0,2016,\N,115,"Biography,Drama,History",The Founder,1,7.2,103310,$25000000,12.79,24.12
tt4278962,movie,All Through the House,All Through the House,0,2015,\N,88,Horror,All Through the House,1,4.4,1718,,,
tt4281724,movie,Terrifier,Terrifier,0,2016,\N,82,"Horror,Thriller",Terrifier,1,5.6,10547,,,
tt4282872,movie,Dead Story,Dead Story,0,2017,\N,81,Horror,Dead Story,1,4.8,3548,,,
tt4286666,movie,In-Lawfully Yours,In-Lawfully Yours,0,2016,\N,85,"Comedy,Romance",In-Lawfully Yours,1,5.8,1572,$625000,,
tt4287320,movie,The Circle,The Circle,0,2017,\N,110,"Drama,Sci-Fi,Thriller",The Circle,1,5.3,75383,$18000000,20.5,40.66
tt4288636,movie,James White,James White,0,2015,\N,85,Drama,James White,1,7.1,5428,,0.1,0.1
tt4289062,movie,Bloodrunners,Bloodrunners,0,2017,\N,95,"Action,Crime,Horror",Bloodrunners,1,5.0,1095,$450000,,
tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0,2016,\N,101,"Action,Adventure,Animation",Kubo and the Two Strings,1,7.8,108852,$60000000,48.02,69.93
tt4303202,movie,American Wrestler: The Wizard,American Wrestler: The Wizard,0,2016,\N,117,"Drama,Sport",American Wrestler: The Wizard,1,7.2,1613,,,
tt4303340,movie,I Am Not a Serial Killer,I Am Not a Serial Killer,0,2016,\N,104,"Drama,Horror,Thriller",I Am Not a Serial Killer,1,6.2,12488,EUR1254470,,0.02
tt4305148,movie,Lovesong,Lovesong,0,2016,\N,84,"Drama,Romance",Lovesong,1,6.3,3468,,0.01,0.01
tt4314716,movie,Darkness Rising,Darkness Rising,0,2017,\N,81,Horror,Darkness Rising,1,3.2,1283,,,0.01
tt4332232,movie,Fractured,Fractured,0,2019,\N,99,"Mystery,Thriller",Fractured,1,6.3,27316,,,
tt4334266,movie,The Bad Batch,The Bad Batch,0,2016,\N,118,"Drama,Horror,Romance",The Bad Batch,1,5.3,22308,$6000000,0.18,0.2
tt4335650,movie,Carnage Park,Carnage Park,0,2016,\N,90,"Action,Crime,Horror",Carnage Park,1,4.8,3073,,,
tt4337072,movie,Ghost in the Shell: The New Movie,Kôkaku Kidôtai,0,2015,\N,100,"Action,Animation,Sci-Fi",Ghost in the Shell: The New Movie,1,6.7,3136,,0.1,1.71
tt4337690,movie,90 Minutes in Heaven,90 Minutes in Heaven,0,2015,\N,121,Drama,90 Minutes in Heaven,1,4.7,3173,$5000000,4.84,4.84
tt4341532,movie,The Phoenix Incident,The Phoenix Incident,0,2015,\N,81,"Mystery,Sci-Fi,Thriller",The Phoenix Incident,1,5.1,1361,$1300000,,
tt4341582,movie,Queen of Katwe,Queen of Katwe,0,2016,\N,124,"Biography,Drama,Sport",Queen of Katwe,1,7.4,13560,$15000000,8.87,10.37
tt4348012,movie,Mayhem,Mayhem,0,2017,\N,86,"Action,Comedy,Horror",Mayhem,1,6.3,12907,,,
tt4351548,movie,Bomb City,Bomb City,0,2017,\N,95,"Crime,Drama",Bomb City,1,6.9,6137,,0.06,0.06
tt4353250,movie,The Last Black Man in San Francisco,The Last Black Man in San Francisco,0,2019,\N,121,Drama,The Last Black Man in San Francisco,1,7.4,5132,,4.52,4.61
tt4356480,movie,The Healer,The Healer,0,2017,\N,113,"Comedy,Drama,Family",The Healer,1,6.2,3440,,,9.98
tt4357394,movie,Tau,Tau,0,2018,\N,97,"Sci-Fi,Thriller",Tau,1,5.8,22072,,,
tt4361050,movie,Ouija: Origin of Evil,Ouija: Origin of Evil,0,2016,\N,99,"Drama,Horror,Mystery",Ouija: Origin of Evil,1,6.1,49047,$9000000,35.14,81.71
tt4364194,movie,The Peanut Butter Falcon,The Peanut Butter Falcon,0,2019,\N,97,"Adventure,Comedy,Drama",The Peanut Butter Falcon,1,7.8,11613,,20.33,20.62
tt4365566,movie,Ghost House,Ghost House,0,2017,\N,89,"Horror,Thriller",Ghost House,1,4.7,3653,,,1.0
tt4381236,movie,The Greasy Strangler,The Greasy Strangler,0,2016,\N,93,"Comedy,Horror",The Greasy Strangler,1,5.7,5653,,0.05,0.07
tt4382872,movie,Extraction,Extraction,0,2015,\N,92,"Action,Thriller",Extraction,1,4.0,8892,$12000000,0.02,0.71
tt4385888,movie,20th Century Women,20th Century Women,0,2016,\N,119,"Comedy,Drama",20th Century Women,1,7.3,33962,$7000000,5.66,7.21
tt4392770,movie,Always Shine,Always Shine,0,2016,\N,85,"Drama,Horror,Mystery",Always Shine,1,5.6,3563,,0.02,0.02
tt4400994,movie,The Ballad of Lefty Brown,The Ballad of Lefty Brown,0,2017,\N,111,"Action,Drama,Western",The Ballad of Lefty Brown,1,6.2,4197,$8000000,0.01,0.01
tt4405860,movie,Dead 7,Dead 7,0,2016,\N,89,"Comedy,Horror,Western",Dead 7,1,3.2,1148,,,
tt4411234,movie,Slice,Slice,0,2018,\N,83,"Comedy,Crime,Fantasy",Slice,1,4.5,2310,,,
tt4411596,movie,My Cousin Rachel,My Cousin Rachel,0,2017,\N,106,"Drama,Mystery,Romance",My Cousin Rachel,1,6.0,16075,,2.72,9.2
tt4411618,movie,In Dubious Battle,In Dubious Battle,0,2016,\N,110,"Crime,Drama,History",In Dubious Battle,1,6.1,3330,$15000000,,0.21
tt4416518,movie,Shark Lake,Shark Lake,0,2015,\N,92,"Action,Adventure,Crime",Shark Lake,1,3.4,1786,$2000000,,
tt4419364,movie,Holidays,Holidays,0,2016,\N,105,"Fantasy,Horror,Mystery",Holidays,1,5.1,9144,,,0.06
tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,\N,122,"Action,Crime,Thriller",John Wick: Chapter 2,1,7.5,320154,$40000000,92.03,171.54
tt4435082,movie,Running Wild,Running Wild,0,2017,\N,99,"Drama,Western",Running Wild,1,5.9,1154,,,
tt4437216,movie,Goat,Goat,0,2016,\N,96,Drama,Goat,1,5.7,6966,,0.02,0.02
tt4439102,movie,Officer Downe,Officer Downe,0,2016,\N,88,"Action,Comedy,Sci-Fi",Officer Downe,1,4.1,1700,,0.0,0.0
tt4441098,movie,Cold Moon,Cold Moon,0,2016,\N,92,"Crime,Drama,Horror",Cold Moon,1,4.5,1263,$3200000,,
tt4441150,movie,Salt and Fire,Salt and Fire,0,2016,\N,98,Thriller,Salt and Fire,1,4.1,2127,,,0.02
tt4442130,movie,Wild Horses,Wild Horses,0,2015,\N,100,"Crime,Drama,Western",Wild Horses,1,4.8,2948,,,0.01
tt4443658,movie,Better Watch Out,Better Watch Out,0,2016,\N,89,"Comedy,Crime,Horror",Better Watch Out,1,6.5,23738,,0.02,0.18
tt4444438,movie,As You Are,As You Are,0,2016,\N,110,"Drama,Mystery",As You Are,1,6.6,1824,,,
tt4446472,movie,Porto,Porto,0,2016,\N,76,"Drama,Romance",Porto,1,6.1,1475,,0.02,0.11
tt4450396,movie,My Little Pony: Equestria Girls - Friendship Games,My Little Pony: Equestria Girls - Friendship Games,0,2015,\N,72,"Animation,Family,Fantasy",My Little Pony: Equestria Girls - Friendship Games,1,6.5,1378,,,0.22
tt4454930,movie,HoneyBee,HoneyBee,0,2016,\N,95,Horror,HoneyBee,1,6.3,1819,$250000,,
tt4457344,movie,Dave Made a Maze,Dave Made a Maze,0,2017,\N,80,"Adventure,Comedy,Fantasy",Dave Made a Maze,1,6.2,4530,,0.03,0.03
tt4463816,movie,Terminal,Terminal,0,2018,\N,95,"Crime,Drama,Thriller",Terminal,1,5.3,15827,,,0.84
tt4463894,movie,Shaft,Shaft,0,2019,\N,111,"Action,Comedy,Crime",Shaft,1,6.4,31833,$30000000,21.36,21.36
tt4464394,movie,The Gracefield Incident,The Gracefield Incident,0,2017,\N,89,"Action,Horror,Mystery",The Gracefield Incident,1,4.1,1956,,,0.1
tt4465564,movie,Fifty Shades Darker,Fifty Shades Darker,0,2017,\N,118,"Drama,Romance",Fifty Shades Darker,1,4.6,84296,$55000000,114.58,381.55
tt4465572,movie,American Woman,American Woman,0,2018,\N,111,"Drama,Mystery",American Woman,1,6.7,1329,,0.24,0.25
tt4468634,movie,Certain Women,Certain Women,0,2016,\N,107,Drama,Certain Women,1,6.3,10648,,1.09,1.53
tt4468740,movie,Paddington 2,Paddington 2,0,2017,\N,103,"Adventure,Comedy,Family",Paddington 2,1,7.8,49595,$40000000,40.89,227.33
tt4470288,movie,Abnormal Attraction,Abnormal Attraction,0,2018,\N,107,"Adventure,Comedy,Fantasy",Abnormal Attraction,1,6.4,2502,,,
tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018,\N,105,"Drama,Romance,Thriller",Fifty Shades Freed,1,4.5,46697,$55000000,100.41,371.99
tt4480398,movie,Attack of the Killer Donuts,Attack of the Killer Donuts,0,2016,\N,98,"Action,Comedy,Horror",Attack of the Killer Donuts,1,3.7,1198,,,
tt4481414,movie,Gifted,Gifted,0,2017,\N,101,Drama,Gifted,1,7.6,86925,$7000000,24.8,43.07
tt4481514,movie,The House,The House,0,2017,\N,88,"Comedy,Crime",The House,1,5.6,35776,$40000000,25.58,34.18
tt4486986,movie,All I See Is You,All I See Is You,0,2016,\N,109,"Drama,Mystery,Romance",All I See Is You,1,5.3,9173,$30000000,0.22,0.68
tt4497338,movie,Interrogation,Interrogation,0,2016,\N,93,"Action,Thriller",Interrogation,1,4.9,1437,,,0.03
tt4499228,movie,Gehenna: Where Death Lives,Gehenna: Where Death Lives,0,2016,\N,105,"Horror,Mystery,Thriller",Gehenna: Where Death Lives,1,5.0,1357,$240000,,
tt4500922,movie,Maze Runner: The Death Cure,Maze Runner: The Death Cure,0,2018,\N,143,"Action,Sci-Fi,Thriller",Maze Runner: The Death Cure,1,6.2,96835,$62000000,58.03,288.18
tt4501244,movie,Why Him?,Why Him?,0,2016,\N,111,Comedy,Why Him?,1,6.2,92426,$38000000,60.32,118.1
tt4501454,movie,The Meddler,The Meddler,0,2015,\N,103,"Comedy,Drama,Romance",The Meddler,1,6.3,11020,$3200000,4.27,5.43
tt4503598,movie,Emelie,Emelie,0,2015,\N,82,"Horror,Thriller",Emelie,1,5.4,12381,,,0.01
tt4504044,movie,The Prodigy,The Prodigy,0,2019,\N,92,"Horror,Thriller",The Prodigy,1,5.9,16480,$6000000,14.86,21.15
tt4511566,movie,Navy Seals vs. Zombies,Navy Seals vs. Zombies,0,2015,\N,97,"Action,Horror",Navy Seals vs. Zombies,1,3.3,1801,,,0.06
tt4513316,movie,Novitiate,Novitiate,0,2017,\N,123,Drama,Novitiate,1,6.6,3283,,0.58,0.58
tt4513674,movie,Café Society,Café Society,0,2016,\N,96,"Comedy,Drama,Romance",Café Society,1,6.6,64647,$30000000,11.1,43.76
tt4516352,movie,Bethany,Bethany,0,2017,\N,90,Horror,Bethany,1,5.5,1496,,,0.03
tt4518260,movie,Albion: The Enchanted Stallion,Albion: The Enchanted Stallion,0,2016,\N,106,"Action,Adventure,Comedy",Albion: The Enchanted Stallion,1,5.2,1187,,,
tt4520340,movie,Last Girl Standing,Last Girl Standing,0,2015,\N,91,"Drama,Horror",Last Girl Standing,1,4.8,1072,,,
tt4520364,movie,Morgan,Morgan,0,2016,\N,92,"Action,Horror,Sci-Fi",Morgan,1,5.8,36625,$8000000,3.92,8.81
tt4526546,movie,Edge of Winter,Edge of Winter,0,2016,\N,89,"Drama,Thriller",Edge of Winter,1,5.4,3303,,,
tt4530422,movie,Overlord,Overlord,0,2018,\N,110,"Action,Adventure,Horror",Overlord,1,6.6,67316,$38000000,21.7,41.66
tt4532818,movie,Sophie and the Rising Sun,Sophie and the Rising Sun,0,2016,\N,105,Drama,Sophie and the Rising Sun,1,6.5,1018,,0.03,0.03
tt4532826,movie,Robin Hood,Robin Hood,0,2018,\N,116,"Action,Adventure,Thriller",Robin Hood,1,5.3,52285,$100000000,30.82,85.75
tt4537888,movie,The Monster Project,The Monster Project,0,2017,\N,95,"Action,Fantasy,Horror",The Monster Project,1,4.4,2473,$250000,,
tt4537896,movie,White Boy Rick,White Boy Rick,0,2018,\N,111,"Crime,Drama",White Boy Rick,1,6.4,19815,$29000000,24.01,25.96
tt4540434,movie,Paradox,Paradox,0,2016,\N,90,"Action,Drama,Sci-Fi",Paradox,1,4.6,3026,,,
tt4540710,movie,Miss Sloane,Miss Sloane,0,2016,\N,132,"Drama,Thriller",Miss Sloane,1,7.5,55465,$13000000,3.5,9.1
tt4547194,movie,I Kill Giants,I Kill Giants,0,2017,\N,106,"Drama,Fantasy,Thriller",I Kill Giants,1,6.2,24809,$15100000,,0.34
tt4547938,movie,Katie Says Goodbye,Katie Says Goodbye,0,2016,\N,88,Drama,Katie Says Goodbye,1,6.7,1049,,,
tt4550098,movie,Nocturnal Animals,Nocturnal Animals,0,2016,\N,116,"Drama,Thriller",Nocturnal Animals,1,7.5,213495,$22500000,10.66,30.31
tt4550420,movie,My Blind Brother,My Blind Brother,0,2016,\N,85,"Comedy,Drama,Romance",My Blind Brother,1,6.0,3360,,,
tt4555426,movie,Darkest Hour,Darkest Hour,0,2017,\N,125,"Biography,Drama,History",Darkest Hour,1,7.4,145204,$30000000,56.47,150.85
tt4556370,movie,Altitude,Altitude,0,2017,\N,88,"Action,Crime,Thriller",Altitude,1,4.0,2812,$5000000,,0.03
tt4557208,movie,Armed Response,Armed Response,0,2017,\N,93,"Action,Horror,Thriller",Armed Response,1,3.7,1801,,,0.05
tt4557956,movie,Crash Pad,Crash Pad,0,2017,\N,91,Comedy,Crash Pad,1,5.7,2321,,,
tt4560008,movie,This Beautiful Fantastic,This Beautiful Fantastic,0,2016,\N,100,"Comedy,Drama,Fantasy",This Beautiful Fantastic,1,6.9,7283,,,0.35
tt4560436,movie,Mile 22,Mile 22,0,2018,\N,94,"Action,Thriller",Mile 22,1,6.1,54480,$50000000,36.11,66.31
tt4565520,movie,The Layover,The Layover,0,2017,\N,88,"Comedy,Romance",The Layover,1,4.7,11045,,,
tt4566574,movie,Mega Shark vs. Kolossus,Mega Shark vs. Kolossus,0,2015,\N,89,"Action,Adventure,Comedy",Mega Shark vs. Kolossus,1,2.7,1319,,,
tt4567486,movie,The Mind's Eye,The Mind's Eye,0,2015,\N,87,"Action,Horror,Sci-Fi",The Mind's Eye,1,4.5,1567,,,
tt4572514,movie,Patriots Day,Patriots Day,0,2016,\N,133,"Action,Crime,Drama",Patriots Day,1,7.4,79116,$45000000,31.89,50.55
tt4572792,movie,The Book of Henry,The Book of Henry,0,2017,\N,105,"Crime,Drama,Thriller",The Book of Henry,1,6.6,21116,$10000000,4.5,4.6
tt4573516,movie,Sleight,Sleight,0,2016,\N,89,"Action,Drama,Sci-Fi",Sleight,1,5.9,7301,$250000,3.99,3.99
tt4574654,movie,Beneath the Leaves,Beneath the Leaves,0,2019,\N,90,Thriller,Beneath the Leaves,1,4.5,1053,,,
tt4575576,movie,Christopher Robin,Christopher Robin,0,2018,\N,104,"Adventure,Comedy,Drama",Christopher Robin,1,7.3,58610,$75000000,99.22,197.74
tt4577344,movie,ClownTown,ClownTown,0,2016,\N,86,"Horror,Thriller",ClownTown,1,3.8,1204,,,
tt4578118,movie,Rupture,Rupture,0,2016,\N,102,"Horror,Sci-Fi,Thriller",Rupture,1,4.8,5574,,,0.03
tt4581576,movie,Aftermath,Aftermath,0,2017,\N,94,"Drama,Thriller",Aftermath,1,5.7,18884,$10500000,,0.84
tt4586626,movie,Showdown in Manila,Showdown in Manila,0,2016,\N,86,Action,Showdown in Manila,1,2.4,1533,,,0.62
tt4587366,movie,Eliminators,Eliminators,0,2016,\N,94,"Action,Thriller",Eliminators,1,5.5,3300,,,0.32
tt4587656,movie,The Star,The Star,0,2017,\N,86,"Adventure,Animation,Comedy",The Star,1,6.1,5418,$20000000,40.85,62.81
tt4587780,movie,Unleashed,Unleashed,0,2016,\N,96,"Comedy,Fantasy,Romance",Unleashed,1,6.4,1216,,,0.14
tt4594834,movie,Chi-Raq,Chi-Raq,0,2015,\N,127,"Comedy,Crime,Drama",Chi-Raq,1,5.7,8306,,2.65,2.72
tt4594836,movie,Darc,Darc,0,2018,\N,97,"Action,Thriller",Darc,1,5.8,3120,$10000000,,
tt4595882,movie,Can You Ever Forgive Me?,Can You Ever Forgive Me?,0,2018,\N,106,"Biography,Comedy,Crime",Can You Ever Forgive Me?,1,7.1,36468,$10000000,8.8,12.44
tt4602066,movie,The Catcher Was a Spy,The Catcher Was a Spy,0,2018,\N,98,"Biography,Drama,War",The Catcher Was a Spy,1,6.2,5582,$14000000,0.73,0.95
tt4607722,movie,Blame,Blame,0,2017,\N,100,Drama,Blame,1,5.8,2060,,,
tt4616250,movie,The Perfect Weapon,The Perfect Weapon,0,2016,\N,88,"Action,Drama,Sci-Fi",The Perfect Weapon,1,3.1,1317,$14000000,,0.02
tt4622512,movie,Battle of the Sexes,Battle of the Sexes,0,2017,\N,121,"Biography,Comedy,Drama",Battle of the Sexes,1,6.7,45254,$25000000,12.64,18.6
tt4624258,movie,What's the Matter with Gerald?,What's the Matter with Gerald?,0,2016,\N,99,"Comedy,Drama,Fantasy",What's the Matter with Gerald?,1,5.5,1063,,,
tt4624424,movie,Storks,Storks,0,2016,\N,87,"Adventure,Animation,Comedy",Storks,1,6.8,51814,$70000000,72.68,183.39
tt4627352,movie,Shepherds and Butchers,Shepherds and Butchers,0,2016,\N,106,Drama,Shepherds and Butchers,1,6.8,2168,,,0.08
tt4630444,movie,Being Charlie,Being Charlie,0,2015,\N,97,"Drama,Romance",Being Charlie,1,6.3,3667,,0.03,0.03
tt4631048,movie,The Texture of Falling,The Texture of Falling,0,2018,\N,75,Drama,The Texture of Falling,1,6.8,1131,$200000,0.01,0.01
tt4633662,movie,The Charnel House,The Charnel House,0,2016,\N,90,"Horror,Thriller",The Charnel House,1,4.4,1076,,0.01,0.01
tt4633690,movie,Shot Caller,Shot Caller,0,2017,\N,121,"Crime,Drama,Thriller",Shot Caller,1,7.3,61877,,,3.44
tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation",Spider-Man: Into the Spider-Verse,1,8.4,273950,$90000000,190.24,375.54
tt4638148,movie,Braid,Braid,0,2018,\N,82,"Horror,Mystery,Thriller",Braid,1,5.4,1669,,,0.08
tt4642044,movie,Riot,Riot,0,2015,\N,87,Action,Riot,1,5.1,2262,,,0.12
tt4645330,movie,Denial,Denial,0,2016,\N,109,"Biography,Drama",Denial,1,6.7,17199,$10000000,4.07,7.99
tt4648786,movie,Harriet,Harriet,0,2019,\N,125,"Action,Biography,Drama",Harriet,1,6.3,2014,$17000000,23.64,23.64
tt4649416,movie,Almost Christmas,Almost Christmas,0,2016,\N,111,"Comedy,Drama",Almost Christmas,1,6.1,5337,$17000000,42.16,42.58
tt4649466,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,0,2017,\N,141,"Action,Adventure,Comedy",Kingsman: The Golden Circle,1,6.8,242302,$104000000,100.23,410.9
tt4651520,movie,Bad Moms,Bad Moms,0,2016,\N,100,Comedy,Bad Moms,1,6.2,104679,$20000000,113.26,183.94
tt4651666,movie,Camera Store,Camera Store,0,2017,\N,99,Drama,Camera Store,1,5.7,1453,,,
tt4652650,movie,Please Stand By,Please Stand By,0,2017,\N,93,"Comedy,Drama",Please Stand By,1,6.7,8979,,0.01,0.41
tt4653586,movie,The Drowning,The Drowning,0,2016,\N,95,"Drama,Thriller",The Drowning,1,4.4,2415,,,
tt4661798,movie,Joshy,Joshy,0,2016,\N,93,Comedy,Joshy,1,5.8,3426,,,
tt4662396,movie,Sable,Sable,0,2017,\N,85,"Crime,Drama,Mystery",Sable,1,8.8,2581,,,
tt4662420,movie,All Nighter,All Nighter,0,2017,\N,86,"Comedy,Drama",All Nighter,1,5.7,5467,,,0.1
tt4663548,movie,All Saints,All Saints,0,2017,\N,108,Drama,All Saints,1,6.0,1349,$2000000,5.8,5.94
tt4666726,movie,Christine,Christine,0,2016,\N,119,"Biography,Drama",Christine,1,6.9,11754,,0.3,0.31
tt4667094,movie,Fifty Shades of Black,Fifty Shades of Black,0,2016,\N,92,Comedy,Fifty Shades of Black,1,3.5,17856,$5000000,11.69,22.23
tt4667854,movie,SiREN,SiREN,0,2016,\N,82,"Fantasy,Horror,Mystery",SiREN,1,5.3,4933,$300000,,
tt4669788,movie,On the Basis of Sex,On the Basis of Sex,0,2018,\N,120,"Biography,Drama",On the Basis of Sex,1,6.9,15922,$20000000,24.62,38.67
tt4669986,movie,Loving,Loving,0,2016,\N,123,"Biography,Drama,Romance",Loving,1,7.0,28932,$9000000,7.75,12.96
tt4670016,movie,Wolves at the Door,Wolves at the Door,0,2016,\N,73,"Horror,Thriller",Wolves at the Door,1,4.5,2927,,,
tt4671002,movie,American Fable,American Fable,0,2016,\N,96,Thriller,American Fable,1,6.2,3499,,,
tt4677924,movie,Woodshock,Woodshock,0,2017,\N,100,"Drama,Thriller",Woodshock,1,4.2,1306,$5000000,0.04,0.04
tt4680182,movie,Colossal,Colossal,0,2016,\N,109,"Comedy,Drama,Fantasy",Colossal,1,6.2,53289,$15000000,3.03,4.53
tt4682136,movie,The Seagull,The Seagull,0,2018,\N,98,"Comedy,Drama,Romance",The Seagull,1,5.8,2357,,1.25,1.82
tt4682780,movie,Josie,Josie,0,2018,\N,100,"Drama,Thriller",Josie,1,5.5,2395,,,
tt4682786,movie,Collateral Beauty,Collateral Beauty,0,2016,\N,97,"Drama,Romance",Collateral Beauty,1,6.8,81569,$36000000,31.02,88.53
tt4685428,movie,1 Buck,1 Buck,0,2017,\N,90,"Drama,Thriller",1 Buck,1,6.0,2327,$1400000,,
tt4685806,movie,The Con Is On,The Con Is On,0,2018,\N,90,Comedy,The Con Is On,1,4.7,5895,$13000000,,0.22
tt4686844,movie,The Death of Stalin,The Death of Stalin,0,2017,\N,107,"Comedy,Drama,History",The Death of Stalin,1,7.2,68346,,8.05,24.65
tt4687276,movie,Range 15,Range 15,0,2016,\N,89,"Action,Comedy,Horror",Range 15,1,5.0,4928,$1000000,0.62,0.62
tt4687358,movie,Beyond the Gates,Beyond the Gates,0,2016,\N,84,"Adventure,Horror",Beyond the Gates,1,5.2,5015,$300000,,
tt4687464,movie,Transpecos,Transpecos,0,2016,\N,86,Thriller,Transpecos,1,5.8,2240,,,
tt4694544,movie,Once Upon a Time in Venice,Once Upon a Time in Venice,0,2017,\N,94,"Action,Comedy",Once Upon a Time in Venice,1,5.3,15416,,,0.86
tt4695012,movie,It Comes at Night,It Comes at Night,0,2017,\N,91,"Horror,Mystery",It Comes at Night,1,6.2,72340,$5000000,13.99,19.28
tt4701182,movie,Bumblebee,Bumblebee,0,2018,\N,114,"Action,Adventure,Sci-Fi",Bumblebee,1,6.8,110291,$135000000,127.2,467.99
tt4701724,movie,Early Man,Early Man,0,2018,\N,89,"Adventure,Animation,Comedy",Early Man,1,6.1,16887,$50000000,8.27,54.62
tt4706888,movie,Laid in America,Laid in America,0,2016,\N,85,Comedy,Laid in America,1,4.5,3516,,,
tt4712076,movie,The Long Dumb Road,The Long Dumb Road,0,2018,\N,90,Comedy,The Long Dumb Road,1,6.0,1640,,0.0,0.0
tt4715356,movie,Money,Money,0,2016,\N,86,"Crime,Mystery,Thriller",Money,1,5.5,2267,,,0.0
tt4720596,movie,Curvature,Curvature,0,2017,\N,90,"Mystery,Sci-Fi,Thriller",Curvature,1,5.0,1485,,,
tt4720702,movie,Bushwick,Bushwick,0,2017,\N,94,"Action,Adventure,Drama",Bushwick,1,5.2,8082,,,0.08
tt4721124,movie,The Exception,The Exception,0,2016,\N,107,"Drama,Romance,War",The Exception,1,6.8,9121,,0.71,0.83
tt4730224,movie,An Hour to Kill,An Hour to Kill,0,2018,\N,96,"Action,Comedy,Horror",An Hour to Kill,1,8.6,2331,$60000,,
