tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes
tt0069049,movie,The Other Side of the Wind,The Other Side of the Wind,0,2018,\N,122,Drama,The Other Side of the Wind,1,6.9,4989
tt0339736,movie,The Evil Within,The Evil Within,0,2017,\N,98,Horror,The Evil Within,1,5.5,2572
tt0360556,movie,Fahrenheit 451,Fahrenheit 451,0,2018,\N,100,"Drama,Sci-Fi,Thriller",Fahrenheit 451,1,4.9,15295
tt0365545,movie,Nappily Ever After,Nappily Ever After,0,2018,\N,98,"Comedy,Drama,Romance",Nappily Ever After,1,6.4,6718
tt0369610,movie,Jurassic World,Jurassic World,0,2015,\N,124,"Action,Adventure,Sci-Fi",Jurassic World,1,7.0,549806
tt0376479,movie,American Pastoral,American Pastoral,0,2016,\N,108,"Crime,Drama",American Pastoral,1,6.1,13514
tt0385887,movie,Motherless Brooklyn,Motherless Brooklyn,0,2019,\N,144,"Crime,Drama",Motherless Brooklyn,1,7.2,3552
tt0420293,movie,The Stanford Prison Experiment,The Stanford Prison Experiment,0,2015,\N,122,"Biography,Drama,History",The Stanford Prison Experiment,1,6.9,33563
tt0437086,movie,Alita: Battle Angel,Alita: Battle Angel,0,2019,\N,122,"Action,Adventure,Sci-Fi",Alita: Battle Angel,1,7.4,170319
tt0448115,movie,Shazam!,Shazam!,0,2019,\N,132,"Action,Adventure,Comedy",Shazam!,1,7.1,190112
tt0451279,movie,Wonder Woman,Wonder Woman,0,2017,\N,141,"Action,Adventure,Fantasy",Wonder Woman,1,7.4,506472
tt0460890,movie,The Only Living Boy in New York,The Only Living Boy in New York,0,2017,\N,89,Drama,The Only Living Boy in New York,1,6.3,9391
tt0475290,movie,"Hail, Caesar!","Hail, Caesar!",0,2016,\N,106,"Comedy,Drama,Music","Hail, Caesar!",1,6.3,114160
tt0478970,movie,Ant-Man,Ant-Man,0,2015,\N,117,"Action,Adventure,Comedy",Ant-Man,1,7.3,522539
tt0490215,movie,Silence,Silence,0,2016,\N,161,"Drama,History",Silence,1,7.1,88678
tt0491175,movie,Suburbicon,Suburbicon,0,2017,\N,105,"Comedy,Crime,Drama",Suburbicon,1,5.7,33889
tt0491203,movie,Tulip Fever,Tulip Fever,0,2017,\N,105,"Drama,History,Romance",Tulip Fever,1,6.2,16145
tt0493405,movie,CHIPS,CHIPS,0,2017,\N,100,"Action,Comedy,Crime",CHIPS,1,6.0,38627
tt0498381,movie,Rings,Rings,0,2017,\N,102,"Drama,Horror,Mystery",Rings,1,4.5,35203
tt0775440,movie,Cell,Cell,0,2016,\N,98,"Action,Drama,Horror",Cell,1,4.3,22929
tt0787524,movie,The Man Who Knew Infinity,The Man Who Knew Infinity,0,2015,\N,108,"Biography,Drama",The Man Who Knew Infinity,1,7.2,45325
tt0790770,movie,Miles Ahead,Miles Ahead,0,2015,\N,100,"Biography,Drama,Music",Miles Ahead,1,6.4,8685
tt0800325,movie,The Dirt,The Dirt,0,2019,\N,107,"Biography,Comedy,Drama",The Dirt,1,7.0,31533
tt0810819,movie,The Danish Girl,The Danish Girl,0,2015,\N,119,"Biography,Drama,Romance",The Danish Girl,1,7.1,150723
tt0825283,movie,Maximum Ride,Maximum Ride,0,2016,\N,88,"Action,Adventure,Comedy",Maximum Ride,1,3.6,3985
tt0837156,movie,Pee-wee's Big Holiday,Pee-wee's Big Holiday,0,2016,\N,90,"Comedy,Family",Pee-wee's Big Holiday,1,6.1,6561
tt0837563,movie,Pet Sematary,Pet Sematary,0,2019,\N,101,"Horror,Mystery,Thriller",Pet Sematary,1,5.8,61166
tt0859635,movie,Super Troopers 2,Super Troopers 2,0,2018,\N,99,"Comedy,Crime,Mystery",Super Troopers 2,1,6.1,21441
tt0884732,movie,The Wedding Ringer,The Wedding Ringer,0,2015,\N,101,Comedy,The Wedding Ringer,1,6.6,67780
tt0900387,movie,Suite Française,Suite Française,0,2014,\N,107,"Drama,Romance,War",Suite Française,1,7.0,20880
tt0918940,movie,The Legend of Tarzan,The Legend of Tarzan,0,2016,\N,110,"Action,Adventure,Drama",The Legend of Tarzan,1,6.2,153758
tt0972544,movie,Back Roads,Back Roads,0,2018,\N,101,"Crime,Drama,Thriller",Back Roads,1,7.0,3528
tt0974015,movie,Justice League,Justice League,0,2017,\N,120,"Action,Adventure,Fantasy",Justice League,1,6.4,345175
tt0995868,movie,Pelé: Birth of a Legend,Pelé: Birth of a Legend,0,2016,\N,107,"Biography,Drama,Sport",Pelé: Birth of a Legend,1,7.2,14539
tt10008784,movie,Bull,Bull,0,2019,\N,105,Drama,Bull,1,8.7,1233
tt1002563,movie,The Young Messiah,The Young Messiah,0,2016,\N,111,"Drama,Fantasy",The Young Messiah,1,5.6,2935
tt10039344,movie,Countdown,Countdown,0,2019,\N,90,"Horror,Thriller",Countdown,1,5.3,2833
tt1014763,movie,Child 44,Child 44,0,2015,\N,137,"Crime,Drama,History",Child 44,1,6.5,61035
tt1018765,movie,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,\N,107,"Comedy,Drama",Our Brand Is Crisis,1,6.1,19402
tt1020072,movie,Selma,Selma,0,2014,\N,128,"Biography,Drama,History",Selma,1,7.5,79136
tt10208198,movie,"The Gangster, the Cop, the Devil","The Gangster, the Cop, the Devil",0,2019,\N,109,"Action,Crime,Drama","The Gangster, the Cop, the Devil",1,6.9,2523
tt1025100,movie,Gemini Man,Gemini Man,0,2019,\N,117,"Action,Drama,Sci-Fi",Gemini Man,1,5.7,19269
tt1029360,movie,Poltergeist,Poltergeist,0,2015,\N,93,"Horror,Thriller",Poltergeist,1,4.9,52523
tt10303892,movie,The Outsider,The Outsider,0,2019,\N,86,Western,The Outsider,1,5.7,1160
tt1034415,movie,Suspiria,Suspiria,0,2018,\N,152,"Fantasy,Horror,Mystery",Suspiria,1,6.8,46361
tt1051904,movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Family",Goosebumps,1,6.3,75044
tt10521814,movie,K-12,K-12,0,2019,\N,96,"Fantasy,Horror,Musical",K-12,1,6.6,1656
tt1072748,movie,Winchester,Winchester,0,2018,\N,99,"Biography,Drama,Fantasy",Winchester,1,5.4,25930
tt1082807,movie,The Belko Experiment,The Belko Experiment,0,2016,\N,89,"Horror,Thriller",The Belko Experiment,1,6.1,39749
tt1083452,movie,Eddie the Eagle,Eddie the Eagle,0,2015,\N,106,"Biography,Comedy,Drama",Eddie the Eagle,1,7.4,78074
tt1109624,movie,Paddington,Paddington,0,2014,\N,95,"Adventure,Comedy,Family",Paddington,1,7.2,87722
tt1121096,movie,Seventh Son,Seventh Son,0,2014,\N,102,"Action,Adventure,Fantasy",Seventh Son,1,5.5,67610
tt1124037,movie,Free State of Jones,Free State of Jones,0,2016,\N,139,"Action,Biography,Drama",Free State of Jones,1,6.9,46600
tt1126590,movie,Big Eyes,Big Eyes,0,2014,\N,106,"Biography,Crime,Drama",Big Eyes,1,7.0,79546
tt1131724,movie,2:22,2:22,0,2017,\N,98,Thriller,2:22,1,5.8,17158
tt1131728,movie,Basmati Blues,Basmati Blues,0,2017,\N,106,"Comedy,Musical,Romance",Basmati Blues,1,3.5,1454
tt1137450,movie,Death Wish,Death Wish,0,2018,\N,107,"Action,Crime,Drama",Death Wish,1,6.4,54364
tt1137470,movie,Accidental Love,Accidental Love,0,2015,\N,100,"Comedy,Romance",Accidental Love,1,4.1,7227
tt1172049,movie,Demolition,Demolition,0,2015,\N,101,"Comedy,Drama",Demolition,1,7.0,80735
tt1178665,movie,A Walk in the Woods,A Walk in the Woods,0,2015,\N,104,"Adventure,Biography,Comedy",A Walk in the Woods,1,6.3,22537
tt1179933,movie,10 Cloverfield Lane,10 Cloverfield Lane,0,2016,\N,103,"Drama,Horror,Mystery",10 Cloverfield Lane,1,7.2,268344
tt1183374,movie,Pet,Pet,0,2016,\N,94,"Horror,Thriller",Pet,1,5.7,14434
tt1206885,movie,Rambo: Last Blood,Rambo: Last Blood,0,2019,\N,89,"Action,Adventure,Thriller",Rambo: Last Blood,1,6.7,23759
tt1211837,movie,Doctor Strange,Doctor Strange,0,2016,\N,115,"Action,Adventure,Fantasy",Doctor Strange,1,7.5,540635
tt1212428,movie,The Lost City of Z,The Lost City of Z,0,2016,\N,141,"Biography,Drama,History",The Lost City of Z,1,6.6,69412
tt1213641,movie,First Man,First Man,0,2018,\N,141,"Biography,Drama,History",First Man,1,7.3,138413
tt1219827,movie,Ghost in the Shell,Ghost in the Shell,0,2017,\N,107,"Action,Drama,Sci-Fi",Ghost in the Shell,1,6.3,182758
tt1226766,movie,The Great Gilly Hopkins,The Great Gilly Hopkins,0,2015,\N,99,"Comedy,Drama,Family",The Great Gilly Hopkins,1,6.5,4019
tt1226837,movie,Beautiful Boy,Beautiful Boy,0,2018,\N,120,"Biography,Drama",Beautiful Boy,1,7.3,36945
tt1230168,movie,Same Kind of Different as Me,Same Kind of Different as Me,0,2017,\N,119,"Biography,Drama",Same Kind of Different as Me,1,6.6,4914
tt1230213,movie,Bound to Vengeance,Bound to Vengeance,0,2015,\N,93,"Horror,Thriller",Bound to Vengeance,1,5.6,5177
tt1241317,movie,Death Note,Death Note,0,2017,\N,101,"Adventure,Crime,Drama",Death Note,1,4.5,69168
tt1243974,movie,Aloha,Aloha,0,2015,\N,105,"Comedy,Drama,Romance",Aloha,1,5.4,56844
tt1255919,movie,Holmes & Watson,Holmes & Watson,0,2018,\N,90,"Comedy,Crime,Mystery",Holmes & Watson,1,3.8,23523
tt1259528,movie,Den of Thieves,Den of Thieves,0,2018,\N,140,"Action,Crime,Drama",Den of Thieves,1,7.0,75250
tt1270797,movie,Venom,Venom,0,2018,\N,112,"Action,Sci-Fi,Thriller",Venom,1,6.7,311602
tt1273221,movie,London Fields,London Fields,0,2018,\N,118,"Crime,Mystery,Thriller",London Fields,1,4.3,3880
tt1274586,movie,Dying of the Light,Dying of the Light,0,2014,\N,94,"Action,Drama,Thriller",Dying of the Light,1,4.4,9063
tt1285009,movie,The Strangers: Prey at Night,The Strangers: Prey at Night,0,2018,\N,85,Horror,The Strangers: Prey at Night,1,5.2,23493
tt1289401,movie,Ghostbusters,Ghostbusters,0,2016,\N,116,"Action,Comedy,Fantasy",Ghostbusters,1,5.2,191811
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,0,2018,\N,124,"Drama,History,Romance",The Guernsey Literary and Potato Peel Pie Society,1,7.4,25429
tt1290138,movie,Frank & Lola,Frank & Lola,0,2016,\N,88,"Crime,Drama,Romance",Frank & Lola,1,5.9,4932
tt1291570,movie,Solace,Solace,0,2015,\N,101,"Crime,Drama,Mystery",Solace,1,6.4,50925
tt1292566,movie,How to Be Single,How to Be Single,0,2016,\N,110,"Comedy,Drama,Romance",How to Be Single,1,6.1,76002
tt1293847,movie,xXx: Return of Xander Cage,xXx: Return of Xander Cage,0,2017,\N,107,"Action,Adventure,Thriller",xXx: Return of Xander Cage,1,5.2,80047
tt1298644,movie,The Hustle,The Hustle,0,2019,\N,93,"Comedy,Crime",The Hustle,1,5.4,26518
tt1302006,movie,The Irishman,The Irishman,0,2019,\N,209,"Biography,Crime,Drama",The Irishman,1,8.7,5842
tt1308728,movie,The Happytime Murders,The Happytime Murders,0,2018,\N,91,"Action,Comedy,Crime",The Happytime Murders,1,5.4,20454
tt1340138,movie,Terminator Genisys,Terminator Genisys,0,2015,\N,126,"Action,Adventure,Sci-Fi",Terminator Genisys,1,6.4,242355
tt1355631,movie,The Infiltrator,The Infiltrator,0,2016,\N,127,"Biography,Crime,Drama",The Infiltrator,1,7.0,63105
tt1355644,movie,Passengers,Passengers,0,2016,\N,116,"Drama,Romance,Sci-Fi",Passengers,1,7.0,320352
tt1355683,movie,Black Mass,Black Mass,0,2015,\N,123,"Biography,Crime,Drama",Black Mass,1,6.9,158686
tt1365050,movie,Beasts of No Nation,Beasts of No Nation,0,2015,\N,137,"Drama,War",Beasts of No Nation,1,7.8,66087
tt1365519,movie,Tomb Raider,Tomb Raider,0,2018,\N,119,"Action,Adventure,Fantasy",Tomb Raider,1,6.3,171647
tt1366338,movie,Lowriders,Lowriders,0,2016,\N,98,"Adventure,Crime,Drama",Lowriders,1,5.7,2010
tt1374989,movie,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,0,2016,\N,108,"Action,Comedy,Fantasy",Pride and Prejudice and Zombies,1,5.8,47602
tt1386691,movie,Shimmer Lake,Shimmer Lake,0,2017,\N,83,"Crime,Drama,Mystery",Shimmer Lake,1,6.2,9199
tt1386697,movie,Suicide Squad,Suicide Squad,0,2016,\N,123,"Action,Adventure,Fantasy",Suicide Squad,1,6.0,553531
tt1389072,movie,Downsizing,Downsizing,0,2017,\N,135,"Drama,Sci-Fi",Downsizing,1,5.7,82761
tt1389139,movie,When the Bough Breaks,When the Bough Breaks,0,2016,\N,107,"Crime,Drama,Horror",When the Bough Breaks,1,5.1,5048
tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,"Action,Adventure,Biography",In the Heart of the Sea,1,6.9,111392
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,"Action,Adventure,Sci-Fi",Mad Max: Fury Road,1,8.1,803949
tt1396484,movie,It,It,0,2017,\N,135,Horror,It,1,7.3,406934
tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,\N,147,"Biography,Drama,History",Straight Outta Compton,1,7.9,168465
tt1411956,movie,Sold,Sold,0,2016,\N,94,Drama,Sold,1,6.8,1390
tt1412528,movie,Table 19,Table 19,0,2017,\N,87,"Comedy,Drama,Romance",Table 19,1,5.8,23791
tt1413492,movie,12 Strong,12 Strong,0,2018,\N,130,"Action,Drama,History",12 Strong,1,6.6,54029
tt1431045,movie,Deadpool,Deadpool,0,2016,\N,108,"Action,Adventure,Comedy",Deadpool,1,8.0,844981
tt1458169,movie,Kidnap,Kidnap,0,2017,\N,95,"Crime,Drama,Thriller",Kidnap,1,5.9,30273
tt1468846,movie,Get a Job,Get a Job,0,2016,\N,83,Comedy,Get a Job,1,5.3,19580
tt1469304,movie,Baywatch,Baywatch,0,2017,\N,116,"Action,Comedy,Crime",Baywatch,1,5.5,145183
tt1472584,movie,Max Steel,Max Steel,0,2016,\N,92,"Action,Adventure,Family",Max Steel,1,4.6,17265
tt1473832,movie,Bridget Jones's Baby,Bridget Jones's Baby,0,2016,\N,123,"Comedy,Drama,Romance",Bridget Jones's Baby,1,6.5,62247
tt1476425,movie,Turnabout,Turnabout,0,2016,\N,90,"Drama,Mystery,Thriller",Turnabout,1,5.3,1844
tt1477834,movie,Aquaman,Aquaman,0,2018,\N,143,"Action,Adventure,Fantasy",Aquaman,1,7.0,310063
tt1478839,movie,The Art of Racing in the Rain,The Art of Racing in the Rain,0,2019,\N,109,"Comedy,Drama,Romance",The Art of Racing in the Rain,1,7.5,7152
tt1480285,movie,Abattoir,Abattoir,0,2016,\N,98,"Horror,Mystery,Thriller",Abattoir,1,4.4,3483
tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,\N,105,"Biography,Drama,Musical",The Greatest Showman,1,7.6,208200
tt1488606,movie,Triple Frontier,Triple Frontier,0,2019,\N,125,"Action,Adventure,Crime",Triple Frontier,1,6.5,84167
tt1489887,movie,Booksmart,Booksmart,0,2019,\N,102,Comedy,Booksmart,1,7.3,44915
tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,\N,107,"Action,Comedy,Crime",Central Intelligence,1,6.3,144537
tt1490785,movie,I Saw the Light,I Saw the Light,0,2015,\N,123,"Biography,Drama,Music",I Saw the Light,1,5.7,5854
tt1502407,movie,Halloween,Halloween,0,2018,\N,106,"Horror,Thriller",Halloween,1,6.6,101700
tt1502712,movie,Fantastic Four,Fantastic Four,0,2015,\N,100,"Action,Adventure,Drama",Fantastic Four,1,4.3,142694
tt1507571,movie,The Tribes of Palos Verdes,The Tribes of Palos Verdes,0,2017,\N,104,Drama,The Tribes of Palos Verdes,1,5.8,1829
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,\N,136,"Drama,Music,Romance",A Star Is Born,1,7.7,283198
tt1519461,movie,Area 51,Area 51,0,2015,\N,91,"Horror,Mystery,Sci-Fi",Area 51,1,4.2,11843
tt1524575,movie,The Vatican Tapes,The Vatican Tapes,0,2015,\N,91,"Horror,Thriller",The Vatican Tapes,1,5.0,15188
tt1524930,movie,Vacation,Vacation,0,2015,\N,99,"Adventure,Comedy",Vacation,1,6.1,89657
tt1528100,movie,Exodus: Gods and Kings,Exodus: Gods and Kings,0,2014,\N,150,"Action,Drama,Fantasy",Exodus: Gods and Kings,1,6.0,152987
tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,\N,96,"Comedy,Family",Daddy's Home,1,6.2,100053
tt1540011,movie,Blair Witch,Blair Witch,0,2016,\N,89,"Horror,Mystery,Thriller",Blair Witch,1,5.0,38263
tt1542768,movie,True Memoirs of an International Assassin,True Memoirs of an International Assassin,0,2016,\N,98,"Action,Comedy,Crime",True Memoirs of an International Assassin,1,5.9,17952
tt1544608,movie,Voice from the Stone,Voice from the Stone,0,2017,\N,94,"Drama,Mystery,Thriller",Voice from the Stone,1,5.2,9204
tt1560220,movie,Zombieland: Double Tap,Zombieland: Double Tap,0,2019,\N,99,"Action,Comedy,Horror",Zombieland: Double Tap,1,7.2,26631
tt1563742,movie,Overboard,Overboard,0,2018,\N,112,"Comedy,Romance",Overboard,1,5.9,28563
tt1571234,movie,Mortal Engines,Mortal Engines,0,2018,\N,128,"Action,Adventure,Fantasy",Mortal Engines,1,6.1,84787
tt1588878,movie,The Late Bloomer,The Late Bloomer,0,2016,\N,90,"Comedy,Drama,Romance",The Late Bloomer,1,5.2,7345
tt1590193,movie,The Commuter,The Commuter,0,2018,\N,105,"Action,Mystery,Thriller",The Commuter,1,6.3,88888
tt1594972,movie,Norm of the North,Norm of the North,0,2016,\N,90,"Adventure,Animation,Comedy",Norm of the North,1,3.4,8143
tt1596363,movie,The Big Short,The Big Short,0,2015,\N,130,"Biography,Comedy,Drama",The Big Short,1,7.8,321059
tt1598642,movie,Z for Zachariah,Z for Zachariah,0,2015,\N,98,"Drama,Sci-Fi,Thriller",Z for Zachariah,1,6.0,26109
tt1608290,movie,Zoolander 2,Zoolander 2,0,2016,\N,101,"Action,Comedy",Zoolander 2,1,4.7,61116
tt1612319,movie,Re-Kill,Re-Kill,0,2015,\N,88,"Action,Horror",Re-Kill,1,5.0,2353
tt1615160,movie,The Foreigner,The Foreigner,0,2017,\N,113,"Action,Thriller",The Foreigner,1,7.0,85831
tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0,2015,\N,127,"Action,Adventure,Sci-Fi",Jupiter Ascending,1,5.3,169886
tt1618434,movie,Murder Mystery,Murder Mystery,0,2019,\N,97,"Action,Comedy,Crime",Murder Mystery,1,6.0,72578
tt1618442,movie,The Last Witch Hunter,The Last Witch Hunter,0,2015,\N,106,"Action,Adventure,Fantasy",The Last Witch Hunter,1,6.0,88426
tt1619029,movie,Jackie,Jackie,0,2016,\N,100,"Biography,Drama,History",Jackie,1,6.7,67637
tt1620680,movie,A Wrinkle in Time,A Wrinkle in Time,0,2018,\N,109,"Adventure,Family,Fantasy",A Wrinkle in Time,1,4.2,36835
tt1620935,movie,Bleed for This,Bleed for This,0,2016,\N,117,"Biography,Drama,Sport",Bleed for This,1,6.8,22676
tt1620981,movie,The Addams Family,The Addams Family,0,2019,\N,86,"Animation,Comedy,Family",The Addams Family,1,5.9,6050
tt1628841,movie,Independence Day: Resurgence,Independence Day: Resurgence,0,2016,\N,120,"Action,Adventure,Sci-Fi",Independence Day: Resurgence,1,5.2,158266
tt1629242,movie,Careful What You Wish For,Careful What You Wish For,0,2015,\N,91,"Drama,Thriller",Careful What You Wish For,1,5.6,6890
tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0,2015,\N,116,"Action,Adventure,Comedy",The Man from U.N.C.L.E.,1,7.3,246579
tt1639084,movie,Tallulah,Tallulah,0,2016,\N,111,"Comedy,Drama,Romance",Tallulah,1,6.7,15607
tt1641841,movie,Skin Trade,Skin Trade,0,2014,\N,96,"Action,Crime,Thriller",Skin Trade,1,5.6,7103
tt1648190,movie,The Dark Tower,The Dark Tower,0,2017,\N,95,"Action,Adventure,Fantasy",The Dark Tower,1,5.6,115505
tt1655441,movie,The Age of Adaline,The Age of Adaline,0,2015,\N,112,"Drama,Fantasy,Romance",The Age of Adaline,1,7.2,142924
tt1655461,movie,Wild Oats,Wild Oats,0,2016,\N,86,"Action,Adventure,Comedy",Wild Oats,1,5.6,3006
tt1658801,movie,Freeheld,Freeheld,0,2015,\N,103,"Biography,Drama,Romance",Freeheld,1,6.6,10835
tt1661199,movie,Cinderella,Cinderella,0,2015,\N,105,"Drama,Family,Fantasy",Cinderella,1,6.9,147722
tt1662500,movie,Everlasting,Everlasting,0,2016,\N,85,"Crime,Drama,Mystery",Everlasting,1,7.0,2096
tt1663202,movie,The Revenant,The Revenant,0,2015,\N,156,"Action,Adventure,Biography",The Revenant,1,8.0,642334
tt1663655,movie,Martyrs,Martyrs,0,2015,\N,86,"Drama,Horror,Thriller",Martyrs,1,4.0,4771
tt1666185,movie,All Eyez on Me,All Eyez on Me,0,2017,\N,139,"Biography,Drama,Music",All Eyez on Me,1,5.8,19224
tt1666801,movie,The Duff,The Duff,0,2015,\N,101,"Comedy,Romance",The Duff,1,6.5,77062
tt1674771,movie,Entourage,Entourage,0,2015,\N,104,Comedy,Entourage,1,6.6,72614
tt1677720,movie,Ready Player One,Ready Player One,0,2018,\N,140,"Action,Adventure,Sci-Fi",Ready Player One,1,7.5,319601
tt1679335,movie,Trolls,Trolls,0,2016,\N,92,"Adventure,Animation,Comedy",Trolls,1,6.5,64868
tt1690967,movie,Come Sunday,Come Sunday,0,2018,\N,106,Drama,Come Sunday,1,5.9,1653
tt1691916,movie,Before I Fall,Before I Fall,0,2017,\N,98,"Drama,Fantasy,Mystery",Before I Fall,1,6.4,40958
tt1694021,movie,Into the Grizzly Maze,Into the Grizzly Maze,0,2015,\N,94,"Action,Adventure,Drama",Into the Grizzly Maze,1,5.3,7162
tt1700841,movie,Sausage Party,Sausage Party,0,2016,\N,89,"Adventure,Animation,Comedy",Sausage Party,1,6.2,163466
tt1703957,movie,Genius,Genius,0,2016,\N,104,"Biography,Drama",Genius,1,6.6,16193
tt1711525,movie,Office Christmas Party,Office Christmas Party,0,2016,\N,105,Comedy,Office Christmas Party,1,5.8,61033
tt1712192,movie,Message from the King,Message from the King,0,2016,\N,102,"Action,Thriller",Message from the King,1,6.4,10075
tt1712261,movie,Triple 9,Triple 9,0,2016,\N,115,"Crime,Thriller",Triple 9,1,6.3,61640
tt1718924,movie,A Family Man,A Family Man,0,2016,\N,108,Drama,A Family Man,1,6.5,8872
tt1724597,movie,London Town,London Town,0,2016,\N,92,"Drama,Music",London Town,1,6.4,1855
tt1724970,movie,Beyond Skyline,Beyond Skyline,0,2017,\N,106,"Action,Adventure,Horror",Beyond Skyline,1,5.3,15997
tt1727776,movie,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,0,2015,\N,93,"Action,Comedy,Horror",Scouts Guide to the Zombie Apocalypse,1,6.3,41592
tt1727824,movie,Bohemian Rhapsody,Bohemian Rhapsody,0,2018,\N,134,"Biography,Drama,Music",Bohemian Rhapsody,1,8.0,391506
tt1730768,movie,The Zookeeper's Wife,The Zookeeper's Wife,0,2017,\N,127,"Biography,Drama,History",The Zookeeper's Wife,1,7.0,33527
tt1731701,movie,Barely Lethal,Barely Lethal,0,2015,\N,96,"Action,Adventure,Comedy",Barely Lethal,1,5.4,18127
tt1734493,movie,Unlocked,Unlocked,0,2017,\N,98,"Action,Drama,Mystery",Unlocked,1,6.2,25498
tt1735462,movie,Pixies,Pixies,0,2015,\N,78,"Animation,Comedy",Pixies,1,5.8,1701
tt1741273,movie,Secret in Their Eyes,Secret in Their Eyes,0,2015,\N,111,"Crime,Drama,Mystery",Secret in Their Eyes,1,6.3,38626
tt1753383,movie,A Dog's Purpose,A Dog's Purpose,0,2017,\N,100,"Adventure,Comedy,Drama",A Dog's Purpose,1,7.1,58369
tt1753786,movie,Mercury Plains,Mercury Plains,0,2016,\N,102,"Action,Adventure,Drama",Mercury Plains,1,4.2,1157
tt1758810,movie,The Snowman,The Snowman,0,2017,\N,119,"Crime,Drama,Mystery",The Snowman,1,5.1,51326
tt1759744,movie,Charlie Says,Charlie Says,0,2018,\N,110,"Biography,Crime,Drama",Charlie Says,1,5.7,1417
tt1772261,movie,The Curse of Downers Grove,The Curse of Downers Grove,0,2015,\N,89,"Drama,Horror,Mystery",The Curse of Downers Grove,1,4.5,1651
tt1772288,movie,Danny Collins,Danny Collins,0,2015,\N,106,"Biography,Comedy,Drama",Danny Collins,1,7.0,28117
tt1773389,movie,Einstein's God Model,Einstein's God Model,0,2016,\N,89,"Drama,Sci-Fi,Thriller",Einstein's God Model,1,7.0,1705
tt1773753,movie,Mara,Mara,0,2018,\N,98,"Crime,Horror,Thriller",Mara,1,5.1,5085
tt1774591,movie,Teenage Cocktail,Teenage Cocktail,0,2016,\N,88,"Drama,Thriller",Teenage Cocktail,1,5.8,4651
tt1780798,movie,Clown,Clown,0,2014,\N,100,"Drama,Fantasy,Horror",Clown,1,5.7,20359
tt1781058,movie,Wilson,Wilson,0,2017,\N,94,"Comedy,Drama",Wilson,1,5.8,9202
tt1781827,movie,Hands of Stone,Hands of Stone,0,2016,\N,111,"Biography,Drama,Sport",Hands of Stone,1,6.6,13439
tt1781922,movie,No Escape,No Escape,0,2015,\N,103,"Action,Thriller",No Escape,1,6.8,71925
tt1785288,movie,An Ordinary Man,An Ordinary Man,0,2017,\N,90,"Drama,Thriller,War",An Ordinary Man,1,5.4,1422
tt1785635,movie,The Vault,The Vault,0,2017,\N,91,"Crime,Horror,Mystery",The Vault,1,4.8,10955
tt1798603,movie,Bad Santa 2,Bad Santa 2,0,2016,\N,92,"Comedy,Crime,Drama",Bad Santa 2,1,5.6,20549
tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,"Drama,Sport",Southpaw,1,7.4,204286
tt1799516,movie,Benji,Benji,0,2018,\N,87,"Crime,Drama,Family",Benji,1,6.4,3029
tt1800302,movie,Gold,Gold,0,2016,\N,120,"Crime,Drama",Gold,1,6.7,52043
tt1801552,movie,Gotti,Gotti,0,2018,\N,112,"Biography,Crime,Drama",Gotti,1,4.8,11546
tt1809398,movie,Unbroken,Unbroken,0,2014,\N,137,"Biography,Drama,Sport",Unbroken,1,7.2,132757
tt1810683,movie,Little Boy,Little Boy,0,2015,\N,106,"Drama,History,War",Little Boy,1,7.4,21260
tt1817771,movie,Freaks of Nature,Freaks of Nature,0,2015,\N,92,"Comedy,Horror,Sci-Fi",Freaks of Nature,1,5.9,10088
tt1823664,movie,Annie,Annie,0,2014,\N,118,"Comedy,Drama,Family",Annie,1,5.3,31930
tt1823672,movie,Chappie,Chappie,0,2015,\N,120,"Action,Crime,Drama",Chappie,1,6.8,217524
tt1825683,movie,Black Panther,Black Panther,0,2018,\N,134,"Action,Adventure,Sci-Fi",Black Panther,1,7.3,550176
tt1837636,movie,Queen of the Desert,Queen of the Desert,0,2015,\N,128,"Adventure,Biography,Drama",Queen of the Desert,1,5.7,8953
tt1841642,movie,Demonic,Demonic,0,2015,\N,83,"Horror,Thriller",Demonic,1,5.3,12426
tt1846589,movie,Hunter Killer,Hunter Killer,0,2018,\N,122,"Action,Thriller",Hunter Killer,1,6.6,41459
tt1850457,movie,Sisters,Sisters,0,2015,\N,118,Comedy,Sisters,1,6.0,60043
