Title_ID,Release_Year,Runtime(Minutes),Genre,Title,Rating,Number_of_Votes,Budget(LCY),USA_Gross($),Worldwide_Gross($),Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt4062536,2015,95,"Horror,Music,Thriller",Green Room,7.0,94950,$5000000,3.22,3.77,13 May 2016,5.0,90.0,79.0,"Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner",A24 Films
tt4068576,2018,136,"Adventure,Drama,Thriller",The Nightingale,7.2,4654,,0.4,0.72,29 Aug 2019,8.0,86.0,76.0,"Aisling Franciosi, Sam Claflin, Baykali Ganambarr, Damon Herriman",IFC Films
tt4073790,2018,104,"Action,Adventure,Drama",The Darkest Minds,5.7,24290,$34000000,12.7,41.14,03 Aug 2018,8.0,17.0,39.0,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",20th Century Fox
tt4076760,2015,90,"Action,Adventure,Thriller",Diablo,4.5,4481,,,,08 Jan 2016,1.0,,35.0,"Scott Eastwood, Walton Goggins, Camilla Belle, Adam Beach",
tt4076926,2015,97,"Comedy,Drama",The Heyday of the Insensitive Bastards,4.4,1534,$15000000,,,27 Oct 2017,10.0,,,"Rico Rodriguez, Matthew Modine, James Franco, Abigail Spencer",Elysium Bandini Studios
tt4076980,2015,90,"Action,Comedy,Thriller",The Throwaways,4.5,1119,,,,30 Jan 2015,1.0,,,"Peter Brooke, James Caan, Noel Clarke, Kevin Dillon",Sony Pictures Entertainment
tt4080956,2017,116,"Biography,Crime,Drama",A Prayer Before Dawn,6.9,16478,,0.01,0.96,10 Aug 2018,8.0,92.0,76.0,"Joe Cole, Pornchanok Mabklang, Vithaya Pansringarm, Panya Yimmumphai",A24
tt4083572,2016,89,Thriller,Urge,4.8,6867,,,0.05,03 Jun 2016,6.0,0.0,,"Pierce Brosnan, Justin Chatwin, Danny Masterson, Ashley Greene",Sculptor Media
tt4085238,2015,111,"Drama,Horror",The House on Pine Street,5.2,1800,,,0.11,17 Feb 2016,2.0,,,"Emily Goss, Taylor Bottles, Cathy Barnett, Jim Korinke",
tt4086018,2018,85,"Adventure,Animation,Comedy",Charming,5.6,1739,,,8.75,20 Apr 2018,4.0,25.0,,"Demi Lovato, Wilmer Valderrama, Sia, Nia Vardalos",
tt4086032,2015,89,"Horror,Sci-Fi,Thriller",Frankenstein,5.1,2156,,,0.25,29 Oct 2015,10.0,100.0,,"Xavier Samuel, Carrie-Anne Moss, Danny Huston, Matthew Jacobs",Eclectic Pictures
tt4094724,2016,108,"Action,Horror,Sci-Fi",The Purge: Election Year,6.0,82715,$10000000,79.21,118.59,01 Jul 2016,7.0,55.0,55.0,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson, Joseph Julian Soria",Universal Pictures
tt4102722,2017,80,"Action,Comedy,Horror",The Night Watchmen,5.4,1871,,,,21 Nov 2017,11.0,83.0,,"Ken Arnold, Dan DeLuca, Kevin Jiggetts, Kara Luiz",Contender Films
tt4103724,2018,108,"Drama,Music,Romance",Forever My Girl,6.7,11787,$3500000,16.38,16.38,19 Jan 2018,1.0,24.0,36.0,"Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",Roadside Attractions and LD Entertainment
tt4104022,2015,85,"Comedy,Romance",People Places Things,6.9,7641,,0.07,0.18,14 Aug 2015,8.0,76.0,68.0,"Jemaine Clement, Aundrea Gadsby, Gia Gadsby, Nancy Eng",The Film Arcade
tt4105584,2017,92,"Adventure,Animation,Comedy",Deep,4.0,1140,EUR6000000,,10.67,15 Jan 2018,1.0,,,"Justin Felbinger, Stephen Hughes, Lindsey Alena, Elisabeth Gray",
tt4105970,2015,80,"Drama,Horror,Mystery",They Look Like People,5.9,6258,,,,26 Feb 2016,2.0,92.0,,"MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale",
tt4116284,2017,104,"Action,Animation,Comedy",The Lego Batman Movie,7.3,120916,$80000000,175.75,311.95,10 Feb 2017,2.0,89.0,75.0,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes",Warner Bros. Pictures
tt4118606,2016,89,"Fantasy,Horror,Mystery",The Curse of Sleeping Beauty,4.2,2700,,,0.1,02 Jun 2016,6.0,15.0,27.0,"Ethan Peck, India Eisley, Natalie Hall, Bruce Davison",
tt4119278,2015,90,"Comedy,Drama,Romance",All Roads Lead to Rome,4.9,4605,,,0.63,05 Feb 2016,2.0,,,"Sarah Jessica Parker, Rosie Day, Raoul Bova, Claudia Cardinale",
tt4123430,2018,134,"Adventure,Family,Fantasy",Fantastic Beasts: The Crimes of Grindelwald,6.6,184923,$200000000,159.56,653.76,16 Nov 2018,11.0,37.0,52.0,"Johnny Depp, Kevin Guthrie, Carmen Ejogo, Wolf Roth",Warner Bros. Pictures
tt4123650,2018,90,"Action,Sci-Fi,Thriller",Alterscape,5.8,1364,,,,23 Feb 2018,2.0,,,"Charles Baker, Michael Ironside, Ryan Buggle, Debbie Rochon",
tt4126394,2015,78,"Horror,Thriller",Darling,5.5,2600,,,,01 Dec 2018,12.0,,60.0,"Lauren Ashley Carter, Sean Young, Brian Morvant, Larry Fessenden",
tt4126476,2019,105,"Drama,Romance",After,5.4,20606,$14000000,12.14,69.5,12 Apr 2019,4.0,17.0,30.0,"Josephine Langford, Hero Fiennes Tiffin, Khadijha Red Thunder, Dylan Arnold",Aviron Pictures
tt4129870,2016,88,"Crime,Drama",White Girl,5.7,8103,,0.2,0.2,01 Dec 2016,12.0,72.0,65.0,"Morgan Saylor, Brian Marc, Justin Bartha, Chris Noth",Killer Films
tt4130484,2018,111,"Horror,Thriller",Demon House,5.2,4963,$7150000,,,16 Mar 2018,3.0,40.0,,"Adam Ahlbrandt, Zak Bagans, Matthew Mourgides, Barry Taff",Freestyle Digital Media
tt4131800,2017,99,"Adventure,Animation,Comedy",My Little Pony: The Movie,6.1,5402,$6500000,21.89,60.33,06 Oct 2017,10.0,48.0,39.0,"Uzo Aduba, Ashleigh Ball, Adam Bengis, Emily Blunt",Lionsgate
tt4139124,2016,100,"Action,Comedy,Crime",Keanu,6.3,42776,$15000000,20.59,20.65,29 Apr 2016,4.0,78.0,63.0,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man",Warner Bros. Pictures
tt4139588,2019,118,"Action,Crime,Drama",Polar,6.3,61851,,,,25 Jan 2019,1.0,20.0,19.0,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",Netflix
tt4144190,2016,88,"Comedy,Drama",Wiener-Dog,5.9,8632,,0.48,0.73,21 Jul 2016,7.0,74.0,66.0,"Keaton Nigel Cooke, Tracy Letts, Julie Delpy, Greta Gerwig",Annapurna Pictures
tt4144332,2017,92,"Comedy,Crime,Drama",Deidra & Laney Rob a Train,6.1,1397,,,,17 Mar 2017,3.0,92.0,65.0,"Ashleigh Murray, Rachel Crow, Lance Gray, Danielle Nicolet",Netflix
tt4145304,2015,90,"Comedy,Drama",Unexpected,5.7,2899,,0.02,0.04,24 Jul 2015,7.0,66.0,65.0,"Cobie Smulders, Anders Holm, Gail Bean, Elizabeth McGovern",The Film Arcade
tt4145324,2015,91,"Drama,Thriller",Bound,3.4,1987,$1130000,,,09 Jan 2015,1.0,,,"Charisma Carpenter, Bryce Draper, Morgan Obenreder, Michael Monks",The Asylum
tt4149732,2015,80,"Comedy,Horror,Thriller",Crush the Skull,5.7,1381,,,,11 Jun 2015,6.0,100.0,,"Walter Michael Bost, Tim Chiou, Chris Dinh, Michelle Grondine",Cherry Sky Films
tt4154664,2019,123,"Action,Adventure,Sci-Fi",Captain Marvel,7.0,371647,$175000000,426.83,1128.27,08 Mar 2019,3.0,78.0,64.0,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law",Marvel Studios
tt4154756,2018,149,"Action,Adventure,Sci-Fi",Avengers: Infinity War,8.5,723437,$321000000,678.82,2048.36,27 Apr 2018,4.0,85.0,68.0,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",Walt Disney Pictures
tt4154796,2019,181,"Action,Adventure,Drama",Avengers: Endgame,8.5,598565,$356000000,858.37,2797.8,26 Apr 2019,4.0,94.0,78.0,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Marvel Studios
tt4154916,2018,107,"Drama,Sci-Fi,Thriller",Replicas,5.5,23552,$30000000,4.05,9.21,11 Jan 2019,1.0,9.0,19.0,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz",Entertainment Studios Motion Pictures
tt4156972,2016,90,"Comedy,Musical",Opening Night,6.2,2391,,,,02 Jun 2017,6.0,,,"Topher Grace, Lauren Lapkus, Anne Heche, Taye Diggs",
tt4158624,2015,92,Drama,3 Generations,5.9,5229,$5000000,0.16,0.53,29 Sep 2016,9.0,32.0,47.0,"Elle Fanning, Linda Emond, Susan Sarandon, Naomi Watts",The Weinstein Company
tt4158876,2016,97,"Comedy,Drama",Other People,6.7,8047,,0.09,0.09,09 Sep 2016,9.0,86.0,67.0,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow",Gettin&#39; Rad Productions
tt4160708,2016,88,"Crime,Horror,Thriller",Don't Breathe,7.1,195615,$9900000,89.22,157.1,26 Aug 2016,8.0,88.0,71.0,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",Ghost House Pictures
tt4163020,2015,92,"Comedy,Horror",Tales of Halloween,5.5,10776,,,0.42,16 Oct 2015,10.0,78.0,64.0,"Adrienne Barbeau, Hunter Smit, Cameron Easton, Caroline Williams",
tt4163224,2015,90,Horror,Most Likely to Die,4.0,4274,,,,25 Apr 2016,4.0,,,"Chad Addison, Jake Busey, Tess Christiansen, John Doe",
tt4172146,2016,88,"Comedy,Drama,Romance",Summer of 8,5.5,1056,,,,26 Apr 2016,4.0,,,"Carter Jenkins, Michael Grant, Matt Shively, Nick Marini",Organically Grown Productions
tt4172402,2015,55,Drama,Audacity,3.9,4271,,,,24 Jun 2015,6.0,,,"Travis Owens, Molly Ritter, Ben Price, Franklin Killian",Living Waters
tt4172430,2016,144,"Action,Drama,History",13 Hours,7.3,106877,$50000000,52.85,69.41,15 Jan 2016,1.0,51.0,48.0,"John Krasinski, James Badge Dale, Pablo Schreiber, David Denman",Paramount Pictures
tt4175888,2015,88,"Horror,Thriller",The Chosen,3.5,1974,,,,24 Jul 2015,7.0,,,"Kian Lawley, Elizabeth Keener, Angelica Cassidy, Chris Gann",SUPERGRAVITY Pictures
tt4178092,2015,108,"Drama,Mystery,Thriller",The Gift,7.0,126633,$5000000,43.79,58.98,07 Aug 2015,8.0,92.0,77.0,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",STX Entertainment
tt4180560,2019,100,Comedy,Otherhood,6.0,7137,,,,02 Aug 2019,8.0,26.0,38.0,"Angela Bassett, Patricia Arquette, Felicity Huffman, Jake Hoffman",Netflix
tt4181052,2016,101,Comedy,Special Correspondents,5.8,17312,,,,29 Apr 2016,4.0,17.0,36.0,"Ricky Gervais, Eric Bana, Vera Farmiga, Kelly Macdonald",Netflix
tt4181782,2017,90,"Horror,Mystery,Thriller",The Crucifixion,5.1,6285,,,6.55,06 Oct 2017,10.0,6.0,,"Sophie Cookson, Corneliu Ulici, Ada Lupu, Brittany Ashworth",
tt4183692,2015,123,"Drama,Sport",Woodlawn,6.5,6194,$12000000,14.39,14.4,16 Oct 2015,10.0,73.0,57.0,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",Pure Flix Entertainment
tt4184878,2015,84,"Comedy,Fantasy,Sci-Fi",Smosh: The Movie,3.3,5715,$1000000,,,24 Jul 2015,7.0,,,"Anthony Padilla, Ian Hecox, Jillian Nelson, Brittany Ross",Lionsgate Films
tt4188436,2015,92,"Crime,Drama",Dixieland,5.2,1042,,,,12 Jan 2018,1.0,10.0,49.0,"Chris Zylka, Riley Keough, Faith Hill, RJ Mitte",DeerJen Films
tt4189442,2014,85,Comedy,Expelled,4.8,6255,,,,16 Dec 2014,12.0,,,"Cameron Dallas, Matt Shively, Lia Marie Johnson, Marcus Johns",AwesomenessTV
tt4189494,2016,86,"Comedy,Drama,Music",Ordinary World,5.5,2557,,,,14 Oct 2016,10.0,,55.0,"Billie Joe Armstrong, Fred Armisen, Judy Greer, Selma Blair",
tt4190530,2016,120,"Biography,History,Thriller",Anthropoid,7.2,39427,,2.96,5.08,09 Sep 2016,9.0,66.0,59.0,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.",LD Entertainment
tt4191054,2015,99,"Adventure,Animation,Comedy",Strange Magic,5.8,9491,,12.43,13.6,23 Jan 2015,1.0,16.0,25.0,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull",Walt Disney Pictures
tt4191580,2016,94,"Comedy,Horror",Meet the Blacks,4.9,35029,$900000,9.1,9.1,01 Apr 2016,4.0,10.0,26.0,"Mike Epps, Gary Owen, Zulay Henao, Bresha Webb",Hidden Empire Film Group
tt4193394,2016,110,"Drama,Romance",Indignation,6.7,10791,,3.4,3.92,11 Aug 2016,8.0,82.0,78.0,"Tijuana Ricks, Sue Dahlman, Jason Jiang, Logan Lerman",Likely Story
tt4196450,2016,120,"Biography,Drama,History",The Birth of a Nation,6.4,18829,$8500000,15.86,16.78,07 Oct 2016,10.0,72.0,69.0,"Nate Parker, Armie Hammer, Penelope Ann Miller, Jackie Earle Haley",Fox Searchlight Pictures
tt4196776,2016,123,"Action,Thriller",Jason Bourne,6.6,194740,$120000000,162.43,415.48,29 Jul 2016,7.0,55.0,58.0,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel",Universal
tt4196832,2016,95,Comedy,Is That a Gun in Your Pocket?,5.6,1791,,0.04,0.04,16 Sep 2016,9.0,0.0,7.0,"Andrea Anders, Matt Passmore, Cloris Leachman, Katherine McNamara",The Vault
tt4196848,2016,104,"Comedy,Drama",Mr. Church,7.6,23650,$8000000,0.69,0.69,11 Nov 2016,11.0,24.0,37.0,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel",Envision Media Arts
tt4209174,2018,80,"Drama,Sci-Fi,Thriller",Chimera Strain,5.4,1396,,,,15 Mar 2019,3.0,60.0,,"Henry Ian Cusick, Kathleen Quinlan, Erika Ervin, Jenna Harrison",Vertical Entertainment
tt4209788,2017,140,"Biography,Crime,Drama",Molly's Game,7.4,112102,$30000000,28.78,59.28,05 Jan 2018,1.0,82.0,71.0,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera",STXfilms
tt4215810,2015,89,Thriller,River,6.0,1893,$1000000,,,24 Jun 2016,6.0,,57.0,"Rossif Sutherland, Douangmany Soliphanh, Sara Botsford, Ted Atherton",
tt4218572,2018,129,"Crime,Drama,Thriller",Widows,6.9,72391,$42000000,42.4,75.98,16 Nov 2018,11.0,91.0,84.0,"Viola Davis, Liam Neeson, Jon Bernthal, Manuel Garcia-Rulfo",20th Century Fox
tt4218696,2017,88,"Action,Drama,Thriller",The Wall,6.2,21218,,1.8,4.48,18 May 2017,5.0,64.0,57.0,"Aaron Taylor-Johnson, John Cena, Laith Nakli",Amazon Studios and Roadside Attractions
tt4225622,2017,85,"Comedy,Horror",The Babysitter,6.3,50682,,,,13 Oct 2017,10.0,,,"Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee",Marvista Entertainment
tt4230700,2016,91,"Drama,Mystery",Complete Unknown,5.4,5347,,0.19,0.22,26 Aug 2016,8.0,51.0,58.0,"Erin Darke, Rachel Weisz, Hansel Tan, FaTye",Parts and Labor
tt4238858,2015,72,"Drama,Music",The Fits,6.7,4120,,0.17,0.17,11 Jan 2017,1.0,97.0,90.0,"Royalty Hightower, Alexis Neblett, Da'Sean Minor, Lauren Gibson",La Biennale di Venezia
tt4241904,2019,93,Comedy,The Way We Weren't,7.3,1413,,,,12 Feb 2019,2.0,,,"Fiona Gubelmann, Ben Lawson, Tobin Bell, Keith Powell",
tt4244162,2016,88,"Action,Sci-Fi,Thriller",Beta Test,6.0,11364,$1600000,0.01,0.01,22 Jul 2016,7.0,,,"Manu Bennett, Larenz Tate, Linden Ashby, Kevon Stover",Mirror Images LTD.
tt4244998,2018,96,"Adventure,Drama,Family",Alpha,6.7,46373,$51000000,35.86,98.2,17 Aug 2018,8.0,80.0,63.0,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén",Sony Pictures
tt4247682,2016,85,"Action,Adventure,Horror",All Girls Weekend,4.0,1495,,,,12 Jul 2016,7.0,,,"Jamie Bernadette, Katie Carpenter, GiGi Calero, Sharron Calvin",
tt4254584,2016,80,"Adventure,Drama",Kicks,6.4,3860,$2000000,0.15,0.15,09 Sep 2016,9.0,87.0,69.0,"Jahking Guillory, Christopher Jordan Wallace, Christopher Meyer, Kofi Siriboe",Animal Kingdom
tt4255110,2015,78,"Drama,Horror,Thriller",Contracted: Phase II,5.1,4070,,,0.18,04 Sep 2015,9.0,38.0,35.0,"Matt Mercer, Marianna Palka, Morgan Peter Brown, Anna Lore",IFC Midnight
tt4257926,2016,109,"Biography,Drama,Family",Miracles from Heaven,7.1,18443,$13000000,61.71,73.88,16 Mar 2016,3.0,44.0,44.0,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",Sony Pictures
tt4258698,2016,84,"Biography,Drama,History",Southside with You,6.4,7447,$1500000,6.3,6.51,26 Aug 2016,8.0,92.0,74.0,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway, Phillip Edward Van Lear",Miramax and Roadside Attractions
tt4261326,2016,101,Sci-Fi,2307: Winter's Dream,3.8,1385,$1200000,,0.01,01 Jun 2017,6.0,,,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson",
tt4262174,2016,90,"Drama,Romance",First Girl I Loved,6.1,2658,,,,18 Oct 2016,10.0,89.0,61.0,"Dylan Gelula, Brianna Hildebrand, Mateo Arias, Pamela Adlon",
tt4263482,2015,92,"Drama,Horror,Mystery",The Witch,6.8,166406,$4000000,25.14,40.42,19 Feb 2016,2.0,90.0,83.0,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw",A24 Films
tt4266638,2015,83,Drama,Krisha,7.2,6241,,0.14,0.14,18 Mar 2016,3.0,95.0,86.0,"Krisha Fairchild, Alex Dobrenko, Robyn Fairchild, Chris Doubek",A24 Films
tt4267026,2015,93,"Horror,Mystery,Thriller",Hell House LLC,6.4,6663,,,,01 Nov 2016,11.0,89.0,,"Gore Abrams, Alice Bahlke, Danny Bellini, Theodore Bouloukos",
tt4269118,2018,94,"Drama,Horror,Mystery",Seven in Heaven,5.3,1602,,,,05 Oct 2018,10.0,,,"Travis Tope, Haley Ramm, Dylan Everett, Jake Manley",
tt4269746,2016,94,"Comedy,Romance",The Matchbreaker,5.6,2402,,,,06 Dec 2016,12.0,,,"Wesley Elder, Christina Grimmie, Osric Chau, Olan Rogers",Vetter Brothers Filmworks
tt4270516,2015,79,"Comedy,Drama",Grandma,6.7,13918,$600000,6.98,7.09,18 Sep 2015,9.0,91.0,77.0,"Lily Tomlin, Judy Greer, Julia Garner, Carlos Miranda",Sony Pictures Classics
tt4276206,2016,95,"Horror,Thriller",The Secrets of Emily Blair,4.1,1269,,,,01 Oct 2016,10.0,,,"Ellen Hollman, Colm Meaney, Will Kemp, Francia Raisa",
tt4276820,2016,115,"Biography,Drama,History",The Founder,7.2,103310,$25000000,12.79,24.12,20 Jan 2017,1.0,81.0,66.0,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",The Weinstein Company
tt4278962,2015,88,Horror,All Through the House,4.4,1718,,,,31 Oct 2015,10.0,,,"Ashley Mary Nunes, Jessica Cameron, Melynda Kiring, Lito Velasco",The Readmond Company
tt4281724,2016,82,"Horror,Thriller",Terrifier,5.6,10547,,,,15 Mar 2018,3.0,67.0,,"Jenna Kanell, Samantha Scaffidi, David Howard Thornton, Catherine Corcoran",Epic Pictures
tt4282872,2017,81,Horror,Dead Story,4.8,3548,,,,20 Jan 2017,1.0,,,"Kelsey Deanne, Chase Austin Mosely, Melissa Alouf, Jay Bowles",
tt4286666,2016,85,"Comedy,Romance",In-Lawfully Yours,5.8,1572,$625000,,,06 Sep 2016,9.0,,,"Chelsey Crisp, Lisa Renz, Leticia Rivera, Philip Boyd",
tt4287320,2017,110,"Drama,Sci-Fi,Thriller",The Circle,5.3,75383,$18000000,20.5,40.66,28 Apr 2017,4.0,15.0,43.0,"Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton",EuropaCorp / STXfilms
tt4288636,2015,85,Drama,James White,7.1,5428,,0.1,0.1,13 Nov 2015,11.0,92.0,83.0,"Christopher Abbott, Cynthia Nixon, Kid Cudi, Makenzie Leigh",The Film Arcade
tt4289062,2017,95,"Action,Crime,Horror",Bloodrunners,5.0,1095,$450000,,,03 Mar 2017,3.0,,,"Ice-T, Michael McFadden, Chris James Boylan, Airen DeLaMater",
tt4302938,2016,101,"Action,Adventure,Animation",Kubo and the Two Strings,7.8,108852,$60000000,48.02,69.93,19 Aug 2016,8.0,97.0,84.0,"Art Parkinson, Charlize Theron, Brenda Vaccaro, Cary-Hiroyuki Tagawa",Focus Features
tt4303202,2016,117,"Drama,Sport",American Wrestler: The Wizard,7.2,1613,,,,16 May 2017,5.0,,,"George Kosturos, William Fichtner, Ali Afshar, Lia Marie Johnson",
tt4303340,2016,104,"Drama,Horror,Thriller",I Am Not a Serial Killer,6.2,12488,EUR1254470,,0.02,26 Aug 2016,8.0,93.0,54.0,"Max Records, Christopher Lloyd, Laura Fraser, Christina Baldwin",Floodland Pictures
tt4305148,2016,84,"Drama,Romance",Lovesong,6.3,3468,,0.01,0.01,17 Feb 2017,2.0,83.0,74.0,"Riley Keough, Jessie Ok Gray, Cary Joji Fukunaga, Jena Malone",Strand Releasing
tt4314716,2017,81,Horror,Darkness Rising,3.2,1283,,,0.01,30 Jun 2017,6.0,0.0,,"Tara Holt, Bryce Johnson, Katrina Law, Christian Ganiere",IFC Films
tt4332232,2019,99,"Mystery,Thriller",Fractured,6.3,27316,,,,11 Oct 2019,10.0,,,"Lily Rabe, Sam Worthington, Stephen Tobolowsky, Lucy Capri",
tt4334266,2016,118,"Drama,Horror,Romance",The Bad Batch,5.3,22308,$6000000,0.18,0.2,23 Jun 2017,6.0,47.0,62.0,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves",NEON
tt4335650,2016,90,"Action,Crime,Horror",Carnage Park,4.8,3073,,,,01 Jul 2016,7.0,62.0,48.0,"Ashley Bell, Pat Healy, James Landry Hébert, Michael Villar",Diablo Entertainment
tt4337072,2015,100,"Action,Animation,Sci-Fi",Ghost in the Shell: The New Movie,6.7,3136,,0.1,1.71,10 Nov 2015,11.0,,,"Maaya Sakamoto, Ken'ichirô Matsuda, Ikkyu Juku, Kazuya Nakai",FUNimation Films
tt4337690,2015,121,Drama,90 Minutes in Heaven,4.7,3173,$5000000,4.84,4.84,11 Sep 2015,9.0,24.0,28.0,"Hayden Christensen, Kate Bosworth, Hudson Meek, Bobby Batson",Samuel Goldwyn Films
tt4341532,2015,81,"Mystery,Sci-Fi,Thriller",The Phoenix Incident,5.1,1361,$1300000,,,16 Jun 2015,6.0,50.0,,"Yuri Lowenthal, Travis Willingham, Troy Baker, Liam O'Brien",PCB Productions
tt4341582,2016,124,"Biography,Drama,Sport",Queen of Katwe,7.4,13560,$15000000,8.87,10.37,30 Sep 2016,9.0,93.0,73.0,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",Walt Disney Studios
tt4348012,2017,86,"Action,Comedy,Horror",Mayhem,6.3,12907,,,,10 Nov 2017,11.0,85.0,62.0,"Steven Yeun, Samara Weaving, Steven Brand, Caroline Chikezie",RLJE Films
tt4351548,2017,95,"Crime,Drama",Bomb City,6.9,6137,,0.06,0.06,31 Mar 2017,3.0,75.0,65.0,"Dave Davis, Glenn Morshower, Luke Shelton, Henry Knotts",Gravitas Ventures
tt4353250,2019,121,Drama,The Last Black Man in San Francisco,7.4,5132,,4.52,4.61,07 Jun 2019,6.0,93.0,84.0,"Jimmie Fails, Jonathan Majors, Rob Morgan, Tichina Arnold",A24
tt4356480,2017,113,"Comedy,Drama,Family",The Healer,6.2,3440,,,9.98,28 Sep 2018,9.0,,,"Oliver Jackson-Cohen, Jonathan Pryce, Camilla Luddington, Jorge Garcia",
tt4357394,2018,97,"Sci-Fi,Thriller",Tau,5.8,22072,,,,29 Jun 2018,6.0,25.0,43.0,"Maika Monroe, Ed Skrein, Gary Oldman, Fiston Barek",Addictive Pictures
tt4361050,2016,99,"Drama,Horror,Mystery",Ouija: Origin of Evil,6.1,49047,$9000000,35.14,81.71,21 Oct 2016,10.0,82.0,65.0,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas",Universal Pictures
tt4364194,2019,97,"Adventure,Comedy,Drama",The Peanut Butter Falcon,7.8,11613,,20.33,20.62,23 Aug 2019,8.0,95.0,70.0,"Shia LaBeouf, Dakota Johnson, Zack Gottsagen, John Hawkes",Roadside Attractions
tt4365566,2017,89,"Horror,Thriller",Ghost House,4.7,3653,,,1.0,25 Aug 2017,8.0,22.0,33.0,"Scout Taylor-Compton, James Landry Hébert, Mark Boone Junior, Russell Geoffrey Banks",Vertical Entertainment
tt4381236,2016,93,"Comedy,Horror",The Greasy Strangler,5.7,5653,,0.05,0.07,07 Oct 2016,10.0,63.0,58.0,"Michael St. Michaels, Sky Elobar, Elizabeth De Razzo, Gil Gex",Rook Films
tt4382872,2015,92,"Action,Thriller",Extraction,4.0,8892,$12000000,0.02,0.71,18 Dec 2015,12.0,6.0,25.0,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney",Lionsgate Premiere
tt4385888,2016,119,"Comedy,Drama",20th Century Women,7.3,33962,$7000000,5.66,7.21,20 Jan 2017,1.0,89.0,83.0,"Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup",A24 Films
tt4392770,2016,85,"Drama,Horror,Mystery",Always Shine,5.6,3563,,0.02,0.02,25 Nov 2016,11.0,91.0,72.0,"Mackenzie Davis, Caitlin FitzGerald, Lawrence Michael Levine, Khan Baykal",Little Teeth Pictures
tt4400994,2017,111,"Action,Drama,Western",The Ballad of Lefty Brown,6.2,4197,$8000000,0.01,0.01,15 Dec 2017,12.0,77.0,64.0,"Bill Pullman, Peter Fonda, Stephen Alan Seder, Kathy Baker",A24 and DIRECTV
tt4405860,2016,89,"Comedy,Horror,Western",Dead 7,3.2,1148,,,,01 Apr 2016,4.0,,,"Nick Carter, Carrie Keagan, Joey Fatone, Jeff Timmons",The Asylum
tt4411234,2018,83,"Comedy,Crime,Fantasy",Slice,4.5,2310,,,,11 Sep 2018,9.0,,61.0,"Zazie Beetz, Chance the Rapper, Rae Gray, Tim Decker",
tt4411596,2017,106,"Drama,Mystery,Romance",My Cousin Rachel,6.0,16075,,2.72,9.2,09 Jun 2017,6.0,76.0,63.0,"Rachel Weisz, Sam Claflin, Holliday Grainger, Iain Glen",Fox Searchlight Pictures
tt4411618,2016,110,"Crime,Drama,History",In Dubious Battle,6.1,3330,$15000000,,0.21,17 Feb 2017,2.0,30.0,43.0,"Nat Wolff, James Franco, Vincent D'Onofrio, Selena Gomez",Momentum Pictures
tt4416518,2015,92,"Action,Adventure,Crime",Shark Lake,3.4,1786,$2000000,,,02 Oct 2015,10.0,,,"Dolph Lundgren, Sara Malakul Lane, Lily Brooks O'Briant, Michael Aaron Milligan",Tadross Media Group
