tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD,Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt2304933,movie,The 5th Wave,The 5th Wave,0,2016,\N,112,"Action,Adventure,Drama",The 5th Wave,1,5.2,92811,$38000000,34.92,109.91,22 Jan 2016,1,15,33,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",Sony Pictures
tt2309260,movie,The Gallows,The Gallows,0,2015,\N,81,"Horror,Mystery,Thriller",The Gallows,1,4.2,18203,$100000,22.76,42.96,10 Jul 2015,7,14,30,"Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford",New Line Cinema
tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy",The Hobbit: The Battle of the Five Armies,1,7.4,446897,$250000000,255.12,956.02,17 Dec 2014,12,59,59,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",Warner Bros.
tt2312184,movie,All About the Money,All About the Money,0,2017,\N,90,"Action,Adventure,Comedy",All About the Money,1,6.0,2092,,,,02 Jun 2017,6,nan,N/A,"Eddie Griffin, Blake Freeman, Casper Van Dien, Danny Trejo",Wunderkind Pictures
tt2315582,movie,Una,Una,0,2016,\N,94,"Drama,Romance",Una,1,6.2,8201,,0.02,0.51,01 Sep 2017,9,76,62,"Ruby Stokes, Rooney Mara, David Shields, Ben Mendelsohn",Swen Releasing
tt2315596,movie,Galveston,Galveston,0,2018,\N,91,"Action,Crime,Drama",Galveston,1,6.2,8654,,,0.23,19 Oct 2018,10,72,57,"Ben Foster, Jeffrey Grover, Christopher Amitrano, Mark Hicks",RLJE Films
tt2316204,movie,Alien: Covenant,Alien: Covenant,0,2017,\N,122,"Horror,Sci-Fi,Thriller",Alien: Covenant,1,6.4,234282,$97000000,74.26,240.89,19 May 2017,5,66,65,"Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride",20th Century Fox
tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,\N,125,"Drama,Romance,Thriller",Fifty Shades of Grey,1,4.1,283961,$40000000,166.17,569.65,13 Feb 2015,2,24,46,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",Focus Features
tt2322517,movie,Mojave,Mojave,0,2015,\N,93,"Drama,Thriller",Mojave,1,5.2,3893,,0.01,0.01,03 Dec 2015,12,nan,41,"Garrett Hedlund, Louise Bourgoin, Cletus Young, Oscar Isaac",N/A
tt2328900,movie,Mary Queen of Scots,Mary Queen of Scots,0,2018,\N,124,"Biography,Drama,History",Mary Queen of Scots,1,6.3,29403,$25000000,16.47,46.67,21 Dec 2018,12,nan,60,"Angela Bain, Richard Cant, Guy Rhys, Thom Petty",Metrodome
tt2331047,movie,Rememory,Rememory,0,2017,\N,111,"Drama,Mystery,Sci-Fi",Rememory,1,6.2,13698,,,0.07,24 Aug 2017,8,25,48,"Peter Dinklage, Matt Ellis, Jordana Largy, Martin Donovan",Lionsgate Premiere
tt2334871,movie,Snatched,Snatched,0,2017,\N,90,"Action,Adventure,Comedy",Snatched,1,4.5,30944,$42000000,45.85,60.85,12 May 2017,5,36,45,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold",20th Century Fox
tt2337841,movie,Bottom of the World,Bottom of the World,0,2017,\N,85,"Drama,Mystery,Thriller",Bottom of the World,1,5.4,4658,,,,01 Mar 2017,3,nan,N/A,"Jena Malone, Douglas Smith, Ted Levine, Tamara Duarte",N/A
tt2338424,movie,Tumbledown,Tumbledown,0,2015,\N,105,"Comedy,Music,Romance",Tumbledown,1,6.2,6123,,0.14,0.28,05 Feb 2016,2,nan,60,"Dianna Agron, Griffin Dunne, Rebecca Hall, Joe Manganiello",Starz
tt2338454,movie,Unicorn Store,Unicorn Store,0,2017,\N,92,"Comedy,Drama,Fantasy",Unicorn Store,1,5.5,14658,,,,05 Apr 2019,4,nan,44,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford",N/A
tt2345759,movie,The Mummy,The Mummy,0,2017,\N,110,"Action,Adventure,Fantasy",The Mummy,1,5.5,160186,$125000000,80.23,409.23,09 Jun 2017,6,16,34,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella",Universal Pictures
tt2349144,movie,Mississippi Grind,Mississippi Grind,0,2015,\N,108,"Comedy,Drama",Mississippi Grind,1,6.4,17924,$6000000,0.13,0.42,13 Aug 2015,8,91,77,"Ben Mendelsohn, Yvonne Landry, Anthony Howard, Ryan Reynolds",A24 and DIRECTV
tt2358925,movie,Unfinished Business,Unfinished Business,0,2015,\N,91,"Comedy,Drama",Unfinished Business,1,5.4,29737,$35000000,10.22,14.43,06 Mar 2015,3,10,32,"Vince Vaughn, Tom Wilkinson, Dave Franco, Sienna Miller",20th Century Fox
tt2361317,movie,Live by Night,Live by Night,0,2016,\N,129,"Action,Crime,Drama",Live by Night,1,6.4,48476,$108000000,10.38,22.68,13 Jan 2017,1,35,49,"Ben Affleck, Elle Fanning, Remo Girone, Brendan Gleeson",Warner Bros. Pictures
tt2361509,movie,The Intern,The Intern,0,2015,\N,121,"Comedy,Drama",The Intern,1,7.1,196889,$35000000,75.76,194.56,25 Sep 2015,9,60,51,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",Warner Bros. Pictures
tt2364897,movie,The Disappointments Room,The Disappointments Room,0,2016,\N,85,"Drama,Horror,Thriller",The Disappointments Room,1,3.9,8422,$15000000,2.42,5.75,09 Sep 2016,9,0,31,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till",Relativity Studios
tt2365580,movie,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",0,2019,\N,109,"Comedy,Drama,Mystery","Where'd You Go, Bernadette",1,6.6,2497,$20000000,9.2,9.97,16 Aug 2019,8,48,51,"Cate Blanchett, Kristen Wiig, Judy Greer, Laurence Fishburne",Annapurna Pictures
tt2368254,movie,A Private War,A Private War,0,2018,\N,110,"Biography,Drama,War",A Private War,1,6.7,12192,,1.63,3.83,16 Nov 2018,11,89,75,"Rosamund Pike, Alexandra Moen, Tom Hollander, Faye Marsay",Aviron Pictures
tt2370230,movie,All Summers End,All Summers End,0,2017,\N,90,"Drama,Romance",All Summers End,1,6.0,1347,,,,22 Mar 2018,3,nan,N/A,"Kaitlyn Dever, Pablo Schreiber, Tye Sheridan, Annabeth Gish",Gravitas Ventures
tt2372251,movie,Down a Dark Hall,Down a Dark Hall,0,2018,\N,96,"Drama,Fantasy,Horror",Down a Dark Hall,1,5.1,10065,,,2.56,17 Aug 2018,8,50,56,"AnnaSophia Robb, Uma Thurman, Isabelle Fuhrman, Victoria Moroles",Summit Entertainment
tt2378507,movie,The Glass Castle,The Glass Castle,0,2017,\N,127,"Biography,Drama",The Glass Castle,1,7.1,25414,$9000000,17.27,22.09,11 Aug 2017,8,52,56,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",Lionsgate
tt2379713,movie,Spectre,Spectre,0,2015,\N,148,"Action,Adventure,Thriller",Spectre,1,6.8,359160,$245000000,200.07,880.67,06 Nov 2015,11,63,60,"Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",Sony Pictures
tt2380307,movie,Coco,Coco,0,2017,\N,105,"Adventure,Animation,Family",Coco,1,8.4,304606,$175000000,209.73,807.08,22 Nov 2017,11,97,81,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach",Disney/Pixar
tt2381213,movie,Sundown,Sundown,0,2016,\N,103,"Action,Comedy,Romance",Sundown,1,5.4,2001,,,0.23,13 May 2016,5,9,10,"Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle",Irreversible Cinema
tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0,2015,\N,131,"Action,Adventure,Thriller",Mission: Impossible - Rogue Nation,1,7.4,319624,$150000000,195.04,682.71,31 Jul 2015,7,93,75,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson",Paramount Pictures
tt2381941,movie,Focus,Focus,0,2015,\N,105,"Comedy,Crime,Drama",Focus,1,6.6,197278,$50100000,53.86,158.76,27 Feb 2015,2,56,56,"Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney",Warner Bros. Pictures
tt2381991,movie,The Huntsman: Winter's War,The Huntsman: Winter's War,0,2016,\N,114,"Action,Adventure,Drama",The Huntsman: Winter's War,1,6.1,90405,$115000000,48.39,164.99,22 Apr 2016,4,18,35,"Chris Hemsworth, Charlize Theron, Jessica Chastain, Emily Blunt",Universal Pictures
tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019,\N,104,"Action,Adventure,Animation",How to Train Your Dragon: The Hidden World,1,7.5,78245,$129000000,160.8,519.9,22 Feb 2019,2,91,71,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",Universal Pictures
