tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title,check,averageRating,numVotes,budget_LCY,gross_USA_USD,cumm_worldwide_gross_USD,Released_Date,Released_Month,Rotten_Tomatoes,Metascore,Actors,Production
tt5719786,movie,Never Hike Alone,Never Hike Alone,0,2017,\N,54,"Horror,Thriller",Never Hike Alone,1,6.9,1322,$18934,,,13 Oct 2017,10,nan,N/A,"Drew Leighty, Vincente DiSanti, Katie Schwartz, Robert DuBois",N/A
tt5720450,movie,Independents' Day,Independents' Day,0,2016,\N,91,"Action,Adventure,Sci-Fi",Independents' Day,1,2.0,1736,$500000,,,07 Jun 2016,6,nan,N/A,"Fay Gauthier, Sal Landi, Johnny Rey Diaz, Matthew Riley",N/A
tt5721088,movie,Just Getting Started,Just Getting Started,0,2017,\N,91,"Action,Comedy",Just Getting Started,1,4.4,5178,$22000000,6.07,7.63,08 Dec 2017,12,5,21,"Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano",Broad Green Pictures
tt5723286,movie,Wheelman,Wheelman,0,2017,\N,82,"Action,Crime,Mystery",Wheelman,1,6.4,14899,,,,20 Oct 2017,10,87,66,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham",Netflix
tt5726086,movie,Insidious: The Last Key,Insidious: The Last Key,0,2018,\N,103,"Horror,Mystery,Thriller",Insidious: The Last Key,1,5.7,45612,$10000000,67.75,167.89,05 Jan 2018,1,33,49,"Lin Shaye, Leigh Whannell, Angus Sampson, Kirk Acevedo",Universal Pictures
tt5734576,movie,The Possession of Hannah Grace,The Possession of Hannah Grace,0,2018,\N,86,"Horror,Mystery,Thriller",The Possession of Hannah Grace,1,5.2,14696,$7700000,14.84,43.02,30 Nov 2018,11,19,37,"Shay Mitchell, Grey Damon, Kirby Johnson, Nick Thune",Screen Gems
tt5735280,movie,It Stains the Sands Red,It Stains the Sands Red,0,2016,\N,92,"Drama,Horror,Sci-Fi",It Stains the Sands Red,1,5.5,3956,$5000000,,0.0,28 Jul 2017,7,67,N/A,"Brittany Allen, Juan Riedinger, Merwin Mondesir, Kristopher Higgins",Dark Sky Films
tt5736592,movie,Sam Was Here,Sam Was Here,0,2016,\N,75,"Horror,Mystery,Thriller",Sam Was Here,1,4.8,1986,,,,06 Apr 2017,4,nan,N/A,"Rusty Joiner, Sigrid La Chapelle, Rhoda Pell, Hassan Galedary",N/A
tt5737536,movie,Future World,Future World,0,2018,\N,90,"Action,Adventure,Sci-Fi",Future World,1,3.2,4690,,,0.16,14 Jun 2018,6,0,10,"James Franco, Suki Waterhouse, Jeff Wahlberg, Margarita Levieva",Lionsgate Premiere
tt5737582,movie,Midnighters,Midnighters,0,2017,\N,94,"Horror,Thriller",Midnighters,1,5.3,1224,,,,02 Mar 2018,3,nan,63,"Alex Essoe, Perla Haney-Jardine, Dylan McTee, Ward Horton",N/A
tt5737862,movie,Landline,Landline,0,2017,\N,97,"Comedy,Drama",Landline,1,6.4,3669,,0.94,0.94,21 Jul 2017,7,nan,66,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro",Magnolia Pictures
tt5740806,movie,Coin Heist,Coin Heist,0,2017,\N,97,"Crime,Drama,Romance",Coin Heist,1,4.8,2171,,,,06 Jan 2017,1,nan,N/A,"Alex Saxon, Alexis G. Zall, Sasha Pieterse, Jay Walker",Adaptive Studios
tt5742374,movie,You Were Never Really Here,You Were Never Really Here,0,2017,\N,89,"Crime,Drama,Mystery",You Were Never Really Here,1,6.8,80372,,2.53,9.36,06 Apr 2018,4,89,84,"Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno",Amazon Studios
tt5748392,movie,Escape Room,Escape Room,0,2017,\N,86,Horror,Escape Room,1,4.3,2328,,,1.7,01 Sep 2017,9,nan,N/A,"Skeet Ulrich, Sean Young, Christine Donlon, Randy Wayne",Lionsgate
tt5751998,movie,Small Town Crime,Small Town Crime,0,2017,\N,91,"Crime,Mystery,Thriller",Small Town Crime,1,6.6,8729,,,,19 Jan 2018,1,76,68,"John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster",Saban Films
tt5752360,movie,The Female Brain,The Female Brain,0,2017,\N,98,Comedy,The Female Brain,1,5.7,2312,,0.02,0.02,09 Feb 2018,2,37,41,"Whitney Cummings, Toby Kebbell, Beanie Feldstein, Cecily Strong",IFC Films
tt5758778,movie,Skyscraper,Skyscraper,0,2018,\N,102,"Action,Adventure,Thriller",Skyscraper,1,5.8,88605,$125000000,68.42,304.87,13 Jul 2018,7,47,51,"Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller",Universal Pictures
tt5767628,movie,Kill'em All,Kill'em All,0,2017,\N,96,"Action,Crime,Mystery",Kill'em All,1,4.3,1872,,,,06 Jun 2017,6,nan,N/A,"Jean-Claude Van Damme, Autumn Reeser, Peter Stormare, Maria Conchita Alonso",N/A
tt5770620,movie,The Lovers,The Lovers,0,2017,\N,97,"Comedy,Drama,Romance",The Lovers,1,6.1,2935,,2.19,2.22,05 May 2017,5,84,76,"Debra Winger, Tracy Letts, Aidan Gillen, Melora Walters",A24 Films
tt5770864,movie,The Man from Earth: Holocene,The Man from Earth: Holocene,0,2017,\N,98,"Drama,Fantasy,Sci-Fi",The Man from Earth: Holocene,1,5.3,6854,,0.01,0.01,15 Jan 2018,1,50,N/A,"David Lee Smith, John Billingsley, Brittany Curran, William Katt",Falling Sky Entertainment
tt5774450,movie,Summer of 84,Summer of 84,0,2018,\N,105,"Drama,Horror,Mystery",Summer of 84,1,6.7,25976,,,0.04,10 Aug 2018,8,70,57,"Graham Verchere, Judah Lewis, Caleb Emery, Cory Gruter-Andrew",Gunpowder &amp; Sky
tt5776858,movie,Phantom Thread,Phantom Thread,0,2017,\N,130,"Drama,Romance",Phantom Thread,1,7.5,91319,$35000000,21.2,47.76,19 Jan 2018,1,91,90,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",Focus Features
tt5779372,movie,An Interview with God,An Interview with God,0,2018,\N,97,"Drama,Mystery",An Interview with God,1,5.7,2437,,1.2,2.25,21 Aug 2018,8,60,N/A,"Brenton Thwaites, Yael Grobglas, David Strathairn, Hill Harper",N/A
tt5779540,movie,Dear Dictator,Dear Dictator,0,2017,\N,90,Comedy,Dear Dictator,1,5.1,3524,$6700000,,0.01,16 Mar 2018,3,17,44,"Michael Caine, Odeya Rush, Katie Holmes, Seth Green",Cinedigm
tt5783956,movie,When We First Met,When We First Met,0,2018,\N,97,"Comedy,Fantasy,Romance",When We First Met,1,6.4,36657,$10000000,,,09 Feb 2018,2,43,36,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor",Netflix
tt5788136,movie,The Institute,The Institute,0,2017,\N,90,Thriller,The Institute,1,4.1,2351,$3000000,,0.03,03 Mar 2017,3,0,N/A,"Allie Gallerani, James Franco, Joe Pease, Scott Haze",Campbell Grobman Films
tt5792472,movie,Take the 10,Take the 10,0,2017,\N,80,Comedy,Take the 10,1,4.8,2402,,,,20 Jan 2017,1,nan,N/A,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam",Netflix
tt5792656,movie,Running with the Devil,Running with the Devil,0,2019,\N,100,"Crime,Drama,Thriller",Running with the Devil,1,5.4,2101,,,0.1,20 Sep 2019,9,22,40,"Nicolas Cage, Cole Hauser, Leslie Bibb, Barry Pepper",Quiver Distribution
tt5795086,movie,Gemini,Gemini,0,2017,\N,93,"Crime,Drama,Mystery",Gemini,1,5.4,3836,,0.2,0.2,30 Mar 2018,3,70,71,"Lola Kirke, Zoë Kravitz, John Cho, Greta Lee",NEON
tt5796838,movie,Roxanne Roxanne,Roxanne Roxanne,0,2017,\N,100,"Biography,Drama,Music",Roxanne Roxanne,1,6.2,2315,,,,23 Mar 2018,3,nan,74,"Germar Terrell Gardner, Adam Horovitz, Terrence Shingler, Nigel A. Fullerton",N/A
tt5804314,movie,Let There Be Light,Let There Be Light,0,2017,\N,100,Drama,Let There Be Light,1,4.7,2270,$3000000,7.23,7.24,03 Nov 2017,11,100,N/A,"Kevin Sorbo, Sam Sorbo, Daniel Roebuck, Donielle Artese",EyeSteelFilm
tt5805752,movie,Brigsby Bear,Brigsby Bear,0,2017,\N,97,"Comedy,Drama",Brigsby Bear,1,7.3,14156,,0.53,0.68,21 Sep 2017,9,82,68,"Kyle Mooney, Mark Hamill, Jorge Lendeborg Jr., Matt Walsh",Sony Pictures Classics
tt5809020,movie,Handsome: A Netflix Mystery Movie,Handsome: A Netflix Mystery Movie,0,2017,\N,80,"Comedy,Mystery",Handsome: A Netflix Mystery Movie,1,5.2,3339,,,,05 May 2017,5,nan,N/A,"Ava Acres, Armani GreatDane, Dino Battaglia, Brent Bradshaw",Netflix
tt5814060,movie,The Nun,The Nun,0,2018,\N,96,"Horror,Mystery,Thriller",The Nun,1,5.3,101285,$22000000,117.45,365.55,07 Sep 2018,9,25,46,"Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",Warner Bros. Pictures
tt5816374,movie,Band Aid,Band Aid,0,2017,\N,91,"Comedy,Drama,Music",Band Aid,1,6.6,4744,,0.25,0.25,09 Jun 2017,6,85,67,"Zoe Lister-Jones, Adam Pally, Susie Essman, Retta",IFC Films
tt5816682,movie,Victoria & Abdul,Victoria & Abdul,0,2017,\N,111,"Biography,Drama,History",Victoria & Abdul,1,6.8,27266,$21000000,22.25,65.42,06 Oct 2017,10,66,58,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",Focus Features
tt5822564,movie,The Kitchen,The Kitchen,0,2019,\N,102,"Action,Crime,Drama",The Kitchen,1,5.2,5380,$38000000,12.18,15.88,09 Aug 2019,8,22,35,"Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson",New Line Cinema
tt5825380,movie,Wonder Wheel,Wonder Wheel,0,2017,\N,101,Drama,Wonder Wheel,1,6.2,21241,$25000000,1.4,15.89,15 Dec 2017,12,31,45,"Justin Timberlake, Juno Temple, Robert C. Kirk, Kate Winslet",Amazon Studios
tt5826432,movie,Burning Sands,Burning Sands,0,2017,\N,96,Drama,Burning Sands,1,6.1,2336,,,,10 Mar 2017,3,88,63,"Trevor Jackson, Tosin Cole, DeRon Horton, Alfre Woodard",Netflix
tt5829040,movie,Fun Mom Dinner,Fun Mom Dinner,0,2017,\N,81,Comedy,Fun Mom Dinner,1,5.2,4142,,,0.33,04 Aug 2017,8,33,46,"Rob Huebel, Caleb Paddock, Matthew Paddock, Toni Collette",Voltage Pictures
tt5831402,movie,The Feels,The Feels,0,2017,\N,90,"Comedy,Romance",The Feels,1,5.1,1272,,,,13 Mar 2018,3,nan,N/A,"Constance Wu, Angela Trimbur, Josh Fadem, Jenée LaMarque",Provenance Pictures
tt5833186,movie,Last Rampage: The Escape of Gary Tison,Last Rampage: The Escape of Gary Tison,0,2017,\N,93,"Crime,Drama,Mystery",Last Rampage: The Escape of Gary Tison,1,5.7,1257,$6000000,0.01,0.01,22 Sep 2017,9,60,50,"Robert Patrick, Heather Graham, Bruce Davison, Alex MacNicoll",Epic Pictures Releasing
tt5834262,movie,Hotel Artemis,Hotel Artemis,0,2018,\N,94,"Action,Crime,Drama",Hotel Artemis,1,6.1,34998,$15000000,6.71,13.31,08 Jun 2018,6,57,58,"Jodie Foster, Sterling K. Brown, Sofia Boutella, Jeff Goldblum",Global Road Entertainment
tt5843670,movie,The Stakelander,The Stakelander,0,2016,\N,81,"Action,Drama,Horror",The Stakelander,1,5.3,2826,,,0.03,07 Feb 2017,2,nan,N/A,"Connor Paolo, Nick Damici, Laura Abramsen, A.C. Peterson",Glass Eye Pix
tt5843780,movie,River Runs Red,River Runs Red,0,2018,\N,94,Thriller,River Runs Red,1,4.8,2404,,0.01,0.06,09 Nov 2018,11,22,26,"Taye Diggs, John Cusack, George Lopez, Luke Hemsworth",Cinedigm
tt5843838,movie,Max 2: White House Hero,Max 2: White House Hero,0,2017,\N,85,Family,Max 2: White House Hero,1,5.2,1074,,,0.07,12 May 2017,5,nan,N/A,"Zane Austin, Francesca Capaldi, Lochlyn Munro, Andrew Kavadas",Orion Pictures
tt5843850,movie,Kings,Kings,0,2017,\N,86,"Crime,Drama,Romance",Kings,1,4.9,2410,,0.27,0.91,11 Apr 2018,4,nan,34,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker",N/A
tt5848272,movie,Ralph Breaks the Internet,Ralph Breaks the Internet,0,2018,\N,112,"Adventure,Animation,Comedy",Ralph Breaks the Internet,1,7.1,105091,$175000000,201.09,529.32,21 Nov 2018,11,88,71,"John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson",Walt Disney Animation Studios
tt5848416,movie,Walk. Ride. Rodeo.,Walk. Ride. Rodeo.,0,2019,\N,100,Drama,Walk. Ride. Rodeo.,1,6.4,1331,,,,08 Mar 2019,3,nan,N/A,"Spencer Locke, Missi Pyle, Bailey Chase, Alyvia Alyn Lind",N/A
tt5848714,movie,American Violence,American Violence,0,2017,\N,107,"Crime,Drama,Thriller",American Violence,1,4.5,1538,$7000000,,,03 Feb 2017,2,nan,N/A,"Kaiwi Lyman, Bruce Dern, Denise Richards, Columbus Short",Cinedigm
tt5851014,movie,Savage Dog,Savage Dog,0,2017,\N,94,"Action,Drama",Savage Dog,1,4.9,2373,,,,04 Aug 2017,8,73,N/A,"Scott Adkins, Marko Zaror, JuJu Chan, Cung Le",Bleiberg Entertainment
tt5851786,movie,Gnome Alone,Gnome Alone,0,2017,\N,85,"Adventure,Animation,Comedy",Gnome Alone,1,5.6,2052,,,10.8,14 Oct 2018,10,nan,N/A,"Becky G, Josh Peck, Tara Strong, Olivia Holt",Smith Global Media
tt5859238,movie,Lucky,Lucky,0,2017,\N,88,"Comedy,Drama,Western",Lucky,1,7.3,15683,,0.96,1.86,29 Sep 2017,9,nan,80,"Harry Dean Stanton, David Lynch, Ron Livingston, Ed Begley Jr.",Lucky Movies
tt5861882,movie,Sleep No More,Sleep No More,0,2017,\N,91,Horror,Sleep No More,1,5.5,1363,,,,02 Oct 2018,10,nan,N/A,"Keli Price, Brea Grant, Stephen Ellis, Christine Dwyer",RLJE Films
tt5865326,movie,The Laundromat,The Laundromat,0,2019,\N,95,"Comedy,Crime,Drama",The Laundromat,1,6.3,18482,,,,27 Sep 2019,9,42,57,"Gary Oldman, Jeffrey Wright, Meryl Streep, Sharon Stone",Netflix
tt5881528,movie,Damsel,Damsel,0,2018,\N,113,"Adventure,Comedy,Crime",Damsel,1,5.5,2715,,0.31,0.32,22 Jun 2018,6,69,63,"Robert Pattinson, Mia Wasikowska, David Zellner, Nathan Zellner",Magnolia Pictures
tt5883570,movie,Bodied,Bodied,0,2017,\N,120,"Comedy,Drama,Music",Bodied,1,7.1,4097,,0.11,0.11,02 Nov 2018,11,90,75,"Calum Worthy, Jackie Long, Rory Uphold, Jonathan Park",NEON
tt5884052,movie,Pokémon Detective Pikachu,Pokémon Detective Pikachu,0,2019,\N,104,"Action,Adventure,Comedy",Pokémon Detective Pikachu,1,6.7,102854,$150000000,144.11,431.71,10 May 2019,5,68,53,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",Warner Bros. Pictures
tt5884230,movie,Brad's Status,Brad's Status,0,2017,\N,102,"Comedy,Drama,Music",Brad's Status,1,6.5,14115,,2.13,3.81,15 Sep 2017,9,79,71,"Ben Stiller, Austin Abrams, Jenna Fischer, Michael Sheen",Amazon Studios
tt5884234,movie,First Kill,First Kill,0,2017,\N,97,"Action,Thriller",First Kill,1,5.0,8596,$10000000,,0.35,21 Jul 2017,7,12,39,"Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard",Lionsgate Premiere
tt5884784,movie,The Super,The Super,0,2017,\N,90,"Horror,Mystery,Thriller",The Super,1,6.0,11586,$2300000,,0.02,19 Oct 2018,10,nan,47,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti",N/A
tt5886046,movie,Escape Room,Escape Room,0,2019,\N,99,"Action,Adventure,Horror",Escape Room,1,6.3,59459,$9000000,57.01,155.71,04 Jan 2019,1,50,48,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine",Columbia Pictures
tt5893332,movie,Sandy Wexler,Sandy Wexler,0,2017,\N,130,Comedy,Sandy Wexler,1,5.1,12633,,,,14 Apr 2017,4,27,40,"Adam Sandler, Jennifer Hudson, Kevin James, Colin Quinn",Netflix
tt5910344,movie,The House of Tomorrow,The House of Tomorrow,0,2017,\N,85,"Comedy,Drama",The House of Tomorrow,1,6.2,1267,,0.04,0.04,20 Jun 2019,6,74,58,"Asa Butterfield, Alex Wolff, Nick Offerman, Ellen Burstyn",SHOUT! STUDIOS
tt5912454,movie,Blue Jay,Blue Jay,0,2016,\N,80,"Drama,Romance",Blue Jay,1,7.3,11193,,0.02,0.02,11 Oct 2016,10,90,69,"Mark Duplass, Sarah Paulson, Clu Gulager, James Andrews",Duplass Brothers
tt5913798,movie,Wounds,Wounds,0,2019,\N,95,"Drama,Horror,Mystery",Wounds,1,4.1,7606,,,,18 Oct 2019,10,57,50,"Armie Hammer, Zazie Beetz, Karl Glusman, Christin Rankins",Hulu
tt5929750,movie,Beatriz at Dinner,Beatriz at Dinner,0,2017,\N,82,"Comedy,Drama",Beatriz at Dinner,1,6.0,8267,,7.12,7.43,09 Jun 2017,6,74,68,"Salma Hayek, John Lithgow, Connie Britton, Jay Duplass",Roadside Attractions
tt5929754,movie,Wildlife,Wildlife,0,2018,\N,105,Drama,Wildlife,1,6.9,17511,,1.05,3.23,01 Jan 2019,1,94,80,"Ed Oxenbould, Jake Gyllenhaal, Carey Mulligan, Travis W Bruyer",IFC Films
tt5931338,movie,Horror Hotel the Movie,Horror Hotel the Movie,0,2016,\N,103,"Comedy,Horror,Sci-Fi",Horror Hotel the Movie,1,4.6,1209,,,,05 Jul 2016,7,nan,N/A,"Tera Buerkle, Deborah Childs, Jordan Demers, Austin Freeman",N/A
tt5933560,movie,Permanent,Permanent,0,2017,\N,93,Comedy,Permanent,1,5.5,1572,,0.01,0.01,15 Dec 2017,12,44,41,"Alexis Leggett, Kaleigh Jo Keller, Kira McLean, Patricia Arquette",Magnolia Pictures
tt5936492,movie,The Witch in the Window,The Witch in the Window,0,2018,\N,77,"Drama,Horror",The Witch in the Window,1,5.7,2658,,,0.04,21 Nov 2018,11,70,N/A,"Arija Bareikis, Alex Draper, Charlie Tacker, Carol Stanzione",N/A
tt5937770,movie,Tell Me How I Die,Tell Me How I Die,0,2016,\N,107,"Horror,Mystery,Thriller",Tell Me How I Die,1,5.0,3984,,,0.24,16 Sep 2016,9,nan,N/A,"Nathan Kress, Virginia Gardner, Kirby Bliss Blanton, Ryan Higa",N/A
tt5941692,movie,Miss Bala,Miss Bala,0,2019,\N,104,"Action,Crime,Drama",Miss Bala,1,5.7,5578,$15000000,15.01,15.38,01 Feb 2019,2,22,41,"Gina Rodriguez, Thomas Dekker, Vivian Chan, Barbarella Pardo",Columbia Pictures
tt5952138,movie,We Have Always Lived in the Castle,We Have Always Lived in the Castle,0,2018,\N,90,"Drama,Mystery,Thriller",We Have Always Lived in the Castle,1,5.6,3343,,,0.06,17 May 2019,5,89,63,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan",Brainstorm Media
tt5960374,movie,Vox Lux,Vox Lux,0,2018,\N,114,"Drama,Music",Vox Lux,1,6.0,12002,,0.73,1.4,20 Dec 2018,12,61,67,"Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle",NEON
tt5962210,movie,Ingrid Goes West,Ingrid Goes West,0,2017,\N,98,"Comedy,Drama",Ingrid Goes West,1,6.6,29182,,3.02,3.15,25 Aug 2017,8,86,71,"Aubrey Plaza, Elizabeth Olsen, O'Shea Jackson Jr., Wyatt Russell",NEON
tt5968274,movie,The Angel,The Angel,0,2018,\N,114,"Drama,Thriller",The Angel,1,6.6,9233,,,,14 Sep 2018,9,75,N/A,"Marwan Kenzari, Toby Kebbell, Waleed Zuaiter, Hannah Ware",Netflix
tt5968394,movie,Captive State,Captive State,0,2019,\N,109,"Drama,Sci-Fi,Thriller",Captive State,1,6.0,40158,$25000000,5.96,8.77,15 Mar 2019,3,44,54,"John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga",Focus Features
tt5973364,movie,Lemon,Lemon,0,2017,\N,83,"Comedy,Drama",Lemon,1,4.6,1376,,0.03,0.03,18 Aug 2017,8,nan,59,"Brett Gelman, Judy Greer, Michael Cera, Gillian Jacobs",N/A
tt5973626,movie,Batman: Return of the Caped Crusaders,Batman: Return of the Caped Crusaders,0,2016,\N,78,"Action,Adventure,Animation",Batman: Return of the Caped Crusaders,1,6.8,4224,$3500000,,0.06,11 Oct 2016,10,94,N/A,"Adam West, Burt Ward, Julie Newmar, Jeff Bergman",Warner Bros. Animation
tt5977276,movie,The Aftermath,The Aftermath,0,2019,\N,108,"Drama,Romance,War",The Aftermath,1,6.3,10037,,1.62,9.22,15 Mar 2019,3,27,43,"Keira Knightley, Ned Wills, Pandora Colin, Jason Clarke",Fox Searchlight Pictures
tt5978724,movie,My Days of Mercy,My Days of Mercy,0,2017,\N,108,"Drama,Romance",My Days of Mercy,1,6.3,1405,,,0.0,04 Jul 2019,7,94,N/A,"Ellen Page, Kate Mara, Amy Seimetz, Charlie Shotwell",Freestyle Releasing
tt5980638,movie,The Transcendents,The Transcendents,0,2018,\N,96,"Music,Mystery,Thriller",The Transcendents,1,7.8,2425,$200000,,,18 Apr 2018,4,nan,N/A,"Rob Franco, Savannah Welch, Kathy Valentine, William Leroy",N/A
tt5989218,movie,Life Itself,Life Itself,0,2018,\N,117,"Drama,Romance",Life Itself,1,6.7,11436,$10000000,4.1,7.79,21 Sep 2018,9,14,21,"Oscar Isaac, Olivia Wilde, Annette Bening, Mandy Patinkin",Amazon Studios
tt5990342,movie,The Incredible Jessica James,The Incredible Jessica James,0,2017,\N,85,Comedy,The Incredible Jessica James,1,6.5,5375,,,,28 Jul 2017,7,88,72,"Jessica Williams, Chris O'Dowd, LaKeith Stanfield, Noël Wells",Netflix
tt5990474,movie,Columbus,Columbus,0,2017,\N,104,Drama,Columbus,1,7.2,11666,,1.02,1.09,04 Aug 2017,8,97,89,"John Cho, Haley Lu Richardson, Parker Posey, Michelle Forbes",Superlative Films / Depth of Field Productions
tt6000478,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",0,2017,\N,122,"Crime,Drama,Thriller","Roman J. Israel, Esq.",1,6.4,25249,$22000000,11.96,13.03,22 Nov 2017,11,53,58,"Denzel Washington, Colin Farrell, Carmen Ejogo, Lynda Gravatt",Sony Pictures
tt6003368,movie,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,0,2017,\N,91,"Comedy,Family",Diary of a Wimpy Kid: The Long Haul,1,4.4,5962,$22000000,20.74,40.14,19 May 2017,5,18,39,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",20th Century Fox
tt6010628,movie,Zoe,Zoe,0,2018,\N,104,"Romance,Sci-Fi",Zoe,1,6.1,6061,,,0.4,20 Jul 2018,7,32,39,"Ewan McGregor, Léa Seydoux, Theo James, Rashida Jones",Amazon Studios
tt6013156,movie,What Still Remains,What Still Remains,0,2018,\N,92,"Drama,Thriller",What Still Remains,1,4.6,1553,,,,14 Aug 2018,8,90,N/A,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Dohn Norwood",Gravitas Ventures
tt6014472,movie,S.W.A.T.: Under Siege,S.W.A.T.: Under Siege,0,2017,\N,89,"Action,Crime,Thriller",S.W.A.T.: Under Siege,1,4.5,1871,,,,01 Aug 2017,8,nan,N/A,"Sam Jaeger, Adrianne Palicki, Michael Jai White, Kyra Zagorsky",Original Film
tt6014904,movie,The Strange Ones,The Strange Ones,0,2017,\N,81,"Drama,Thriller",The Strange Ones,1,5.0,2042,,,0.03,05 Jan 2018,1,56,57,"Alex Pettyfer, James Freedson-Jackson, Emily Althaus, Gene Jones",Vertical Entertainment and DIRECTV
tt6017942,movie,Kin,Kin,0,2018,\N,102,"Action,Crime,Drama",Kin,1,5.8,10909,$30000000,5.72,10.31,31 Aug 2018,8,32,35,"Myles Truitt, Jack Reynor, Dennis Quaid, Zoë Kravitz",Lionsgate
tt6018306,movie,Last Flag Flying,Last Flag Flying,0,2017,\N,125,"Comedy,Drama,War",Last Flag Flying,1,6.9,19923,,0.97,1.87,03 Nov 2017,11,78,65,"Bryan Cranston, Laurence Fishburne, Steve Carell, J. Quinton Johnson",Amazon Studios
tt6032328,movie,Finding Steve McQueen,Finding Steve McQueen,0,2019,\N,91,"Crime,Romance",Finding Steve McQueen,1,6.2,2519,$7000000,,0.02,15 Mar 2019,3,52,56,"Lily Rabe, Travis Fimmel, Rachael Taylor, William Fichtner",Momentum Pictures
tt6040662,movie,The Children Act,The Children Act,0,2017,\N,105,Drama,The Children Act,1,6.7,8614,,0.55,17.7,14 Sep 2018,9,73,62,"Emma Thompson, Stanley Tucci, Fionn Whitehead, Jason Watkins",A24 and DIRECTV
tt6043142,movie,Skin,Skin,0,2018,\N,118,"Biography,Crime,Drama",Skin,1,7.4,11444,,,0.13,26 Jul 2019,7,nan,58,"Jamie Bell, Danielle Macdonald, Daniel Henshall, Bill Camp",N/A
tt6046314,movie,Bel Canto,Bel Canto,0,2018,\N,100,"Drama,Music,Romance",Bel Canto,1,5.4,2191,,0.13,0.35,14 Sep 2018,9,48,50,"Julianne Moore, Ken Watanabe, Sebastian Koch, Ryo Kase",Screen Media Films
tt6048930,movie,Naked,Naked,0,2017,\N,96,"Comedy,Fantasy,Romance",Naked,1,5.4,15190,,,,11 Aug 2017,8,nan,36,"Marlon Wayans, Regina Hall, Dennis Haysbert, J.T. Jackson",N/A
tt6051096,movie,The Axiom,The Axiom,0,2018,\N,98,Horror,The Axiom,1,6.5,5057,,,,07 Dec 2018,12,nan,N/A,"Hattie Smith, Zac Titus, Nicole Dambro, Michael Peter Harrison",Axiom Movie Production Company
tt6053438,movie,First Reformed,First Reformed,0,2017,\N,113,"Drama,Mystery,Thriller",First Reformed,1,7.1,37330,,3.45,3.86,18 May 2018,5,93,85,"Ethan Hawke, Amanda Seyfried, Cedric the Entertainer, Victoria Hill",A24
tt6053440,movie,Princess Cyd,Princess Cyd,0,2017,\N,96,"Drama,Romance",Princess Cyd,1,6.7,2321,,,,03 Nov 2017,11,94,72,"Marika Mashburn, Jessie Pinnick, Rebecca Spence, Paul Brian Fagen",Wolfe Releasing
tt6053472,movie,The Toybox,The Toybox,0,2018,\N,95,"Horror,Thriller",The Toybox,1,3.7,1547,,,,29 Aug 2018,8,30,N/A,"Denise Richards, Mischa Barton, Jeff Denton, Brian Nagel",Steel House Productions
tt6057032,movie,Gook,Gook,0,2017,\N,94,Drama,Gook,1,7.0,1960,,0.25,0.25,19 Jan 2018,1,94,69,"Simone Baker, Justin Chon, Curtiss Cook Jr., David So",Samuel Goldwyn Films
tt6061074,movie,First Match,First Match,0,2018,\N,102,"Drama,Sport",First Match,1,6.3,1652,,,,30 Mar 2018,3,84,68,"Elvire Emanuelle, Yahya Abdul-Mateen II, Colman Domingo, Jharrel Jerome",Netflix
tt6062774,movie,Monos,Monos,0,2019,\N,102,"Drama,Thriller",Monos,1,7.5,2999,,0.41,1.32,15 Aug 2019,8,93,78,"Sofia Buenaventura, Moises Arias, Julianne Nicholson, Laura Castrillón",NEON
tt6063050,movie,Acrimony,Acrimony,0,2018,\N,120,"Drama,Romance,Thriller",Acrimony,1,5.8,6829,$20000000,43.55,46.4,30 Mar 2018,3,18,32,"Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon",Lionsgate
